ID	备注	标签信息(N代表角色or武器，M代表常驻orUP）	生效范围	蛋池限定时间	界面上是否显示时间（1代表不显示）	排序权重（越高越前）	蛋池类型区(0新手1常规2限定3常规自选UP4锁定自选UP5庆典卡池6单选7庆典单选）	保底类型（1特选，2非特选）	蛋池描述（名称，时间描述，外围描述，详情）	详细描述配置	展示资源（界面名字，资源名字{武器填视频名字，角色填spine名字}，缩放时间，初始位移点，最终位移点，缩放大小，slogan资源，展示角色GDPL，从第几秒开始循环、背景乐ID）	单抽价格{{g,d,p,l,n}}	十连价格{{g,d,p,l,n}}	特殊抽卡道具	具体蛋池内容配置{表名，表名}	保底必得{{抽卡次数,{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}},{抽卡次数,{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}}}		保底继承序列（影响UP+箱子）	概率	十连重置标记{{表名,稀有度,（具体序号）},{表名,稀有度,（具体序号）}...}	第十抽保底概率	每日抽奖次数上限	十连内概率叠加	保底内概率叠加	特殊不歪池概率叠加	指定抽数出道具	是否开启UP选择功能	显示概率	初始特殊保底	独立新手池抽取次数	展示4星道具	定轨UP自选	锁定关联池子ID	锁定关联池子确认提示	标签页UI资源关联	蛋池大图UI资源关联	是否禁止播放视频（不配正常播，1全部不播，2和谐下不播）	武器spine	获取途径	获取途径	获取途径	推荐id
134	【特选】2.5周年特殊自选池-武器	{2,2}	0	{202501230400,202503060400}		323	4	1	20034	{{"20004_detailtitle1","20004_detaildes11","20004_detaildes12","20004_detaildes13","20004_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20004_detaildes23","20004_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_41502',1602079, {2,4,18,1},13,3044,16,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool024'}	{80,{{'pool016',6}}}	{80,{'pool016',6}}	4	10012	{{'pool002',4},{'pool026',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{105,{2,4,18,1}},{108,{2,5,22,1}},{111,{2,4,20,1}},{114,{2,1,25,1}},{116,{2,2,22,1}},{118,{2,6,4,1}},{120,{2,3,24,1}},{124,{2,1,27,1}},{126,{2,4,26,1}},{128,{2,3,26,1}},{130,{2,7,3,1}},{132,{2,5,24,1}},{138,{2,4,28,1}}}	34	{"10034_sure1","10034_sure2","10034_sure3","10034_sure4"}			1	/Game/Spine/Weapon/weapon_41502.weapon_41502				120
135	D9专属-【特选】伊切尔UP池【伊切尔-豹豹】	{1,2}	0	{202408010400,202408220400}		314	2	1	20018	{{"20018_detailtitle1","20018_detaildes11","20018_detaildes12","20018_detaildes13","20018_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20018_detaildes23","20018_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl016','/Game/Spine/Hero/Girl016/GachaGirl_016.GachaGirl_016',0.3,{0,0},{0,0},{1.2,1},1602297,{1,16,1,1},3,3074}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool019'}	{100,{{'pool019',6}}}	{100,{'pool019',6}}	3	10011	{{'pool001',4},{'pool019',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
136	D9专属-【特选】伊切尔专武UP池【镭射风虎】	{2,2}	0	{202408010400,202408220400}		313	2	1	20019	{{"20019_detailtitle1","20019_detaildes11","20019_detaildes12","20019_detaildes13","20019_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20019_detaildes23","20019_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_31503',1602299, {2,3,24,1},8,3073,10,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool020'}	{80,{{'pool020',6}}}	{80,{'pool020',6}}	4	10012	{{'pool002',4},{'pool020',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_31503.weapon_31503				120
137	【特选】龙舌兰UP池【薇蒂雅-龙舌兰】	{1,2}	0	{202408221000,202409190400}		332	2	1	20035	{{"20035_detailtitle1","20035_detaildes11","20035_detaildes12","20035_detaildes13","20035_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20035_detaildes23","20035_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl018','/Game/Spine/Hero/Girl018/GachaGirl_018.GachaGirl_018',0.3,{0,0},{0,0},{1.2,1},1602442,{1,18,1,1},3,3094}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool031'}	{100,{{'pool031',6}}}	{100,{'pool031',6}}	3	10011	{{'pool001',4},{'pool031',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
138	【特选】龙舌兰专武UP池【抓拍胜机】	{2,2}	0	{202408221000,202409190400}		331	2	1	20036	{{"20036_detailtitle1","20036_detaildes11","20036_detaildes12","20036_detaildes13","20036_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20036_detaildes23","20036_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_42505',1602443, {2,4,28,1},5.5,3095,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool032'}	{80,{{'pool032',6}}}	{80,{'pool032',6}}	4	10012	{{'pool002',4},{'pool032',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_42505.weapon_42505				120
139	悖谬羽蜕自选池	{1,2}	0	{202409051000,202409260400}		330	3	1	10037	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{123,{1,7,2,1}},{125,{1,11,2,1}}}	39	{"10038_sure1","10033_sure2","10033_sure3","10033_sure4"}			1					120
140	悖谬羽蜕专武自选池	{2,2}	0	{202409051000,202409260400}		329	3	1	10038	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool022'}	{80,{{'pool022',6}}}	{80,{'pool022',6}}	4	10012	{{'pool002',4},{'pool022',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{124,{2,1,27,1}},{126,{2,4,26,1}}}	40	{"10038_sure1","10034_sure2","10034_sure3","10034_sure4"}			1	/Game/Spine/Weapon/weapon_12502.weapon_12502				120
141	【特选】凯茜娅【朝翼】	{1,2}	0	{202501021000,202501230400}		334	2	1	20039	{{"90003_detailtitle4","90003_detaildes41","90003_detaildes42"},{"20039_detailtitle1","20039_detaildes11","20039_detaildes12","20039_detaildes13","20039_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20039_detaildes23","20039_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl015b','/Game/Spine/Hero/Girl015a/GachaGirl_015a.GachaGirl_015a',0.3,{0,0},{0,0},{1.2,1},1602506,{1,15,2,1},3,3099}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool033'}	{100,{{'pool033',6}}}	{100,{'pool033',6}}	3	10011	{{'pool001',4},{'pool033',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
142	【特选】凯茜娅【朝翼】武器	{2,2}	0	{202501021000,202501230400}		333	2	1	20040	{{"90004_detailtitle4","90004_detaildes41","90004_detaildes42"},{"20040_detailtitle1","20040_detaildes11","20040_detaildes12","20040_detaildes13","20040_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20040_detaildes23","20040_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_51508',1602503, {2,5,26,1},5.5,3100,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool034'}	{80,{{'pool034',6}}}	{80,{'pool034',6}}	4	10012	{{'pool002',4},{'pool034',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_51508.weapon_51508				120
143	【特选】茉莉安【幽潮】	{1,2}	0	{202502130400,202503060400}		336	2	1	20041	{{"90001_detailtitle4","90001_detaildes41","90001_detaildes42"},{"20041_detailtitle1","20041_detaildes11","20041_detaildes12","20041_detaildes13","20041_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20041_detaildes23","20041_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl005b','/Game/Spine/Hero/Girl005b/GachaGirl_005b.GachaGirl_005b',0.3,{0,0},{0,0},{1.2,1},1602505,{1,5,3,1},3,3101}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool035'}	{100,{{'pool035',6}}}	{100,{'pool035',6}}	3	10011	{{'pool001',4},{'pool035',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
144	【特选】茉莉安【幽潮】武器	{2,2}	0	{202502130400,202503060400}		335	2	1	20042	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20042_detailtitle1","20042_detaildes11","20042_detaildes12","20042_detaildes13","20042_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20042_detaildes23","20042_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_31504',1602504, {2,3,28,1},5.5,3102,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool036'}	{80,{{'pool036',6}}}	{80,{'pool036',6}}	4	10012	{{'pool002',4},{'pool036',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_31504.weapon_31504				120
145	【特选】芙提亚【2.3芙提雅】	{1,2}	0	{202503271000,202504170400}		338	2	1	20043	{{"10033_detailtitle4","10033_detaildes41","10033_detaildes42"},{"20043_detailtitle1","20043_detaildes11","20043_detaildes12","20043_detaildes13","20043_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20043_detaildes23","20043_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl004b','/Game/Spine/Hero/Girl004b/GachaGirl_004b.GachaGirl_004b',0.3,{0,0},{0,0},{1.2,1},1602551,{1,4,3,1},1,3114}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool037'}	{100,{{'pool037',6}}}	{100,{'pool037',6}}	3	10011	{{'pool001',4},{'pool037',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
146	【特选】芙提亚【2.3芙提雅】武器	{2,2}	0	{202503271000,202504170400}		337	2	1	20044	{{"10034_detailtitle4","10034_detaildes41","10034_detaildes42"},{"20044_detailtitle1","20044_detaildes11","20044_detaildes12","20044_detaildes13","20044_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20044_detaildes23","20044_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_22402',1602552, {2,2,24,1},3.5,3115,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool038'}	{80,{{'pool038',6}}}	{80,{'pool038',6}}	4	10012	{{'pool002',4},{'pool038',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_22402.weapon_22402				120
147	【特选】2.4新角色	{1,2}	0	{202505081000,202505290400}		340	2	1	20045	{{"10033_detailtitle4","10033_detaildes41","10033_detaildes42"},{"20045_detailtitle1","20045_detaildes11","20045_detaildes12","20045_detaildes13","20045_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20045_detaildes23","20045_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl020','/Game/Spine/Hero/Girl020/GachaGirl_020.GachaGirl_020',0.3,{0,0},{0,0},{1.2,1},1602596,{1,20,1,1},3,3126}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool039'}	{100,{{'pool039',6}}}	{100,{'pool039',6}}	3	10011	{{'pool001',4},{'pool039',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
148	【特选】2.4新角色武器	{2,2}	0	{202505081000,202505290400}		339	2	1	20046	{{"10034_detailtitle4","10034_detaildes41","10034_detaildes42"},{"20046_detailtitle1","20046_detaildes11","20046_detaildes12","20046_detaildes13","20046_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20046_detaildes23","20046_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_42506',1602589, {2,4,30,1},7,3125,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool040'}	{80,{{'pool040',6}}}	{80,{'pool040',6}}	4	10012	{{'pool002',4},{'pool040',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_42506.weapon_42506				120
149	【特选】2.5肴	{1,2}	0	{202506191000,202507100400}		342	2	1	20049	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20049_detailtitle1","20049_detaildes11","20049_detaildes12","20049_detaildes13","20049_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20049_detaildes23","20049_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl010b','/Game/Spine/Hero/Girl010b/GachaGirl_010b.GachaGirl_010b',0.3,{0,0},{0,0},{1.2,1},1602633,{1,10,3,1},3,3135}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool041'}	{100,{{'pool041',6}}}	{100,{'pool041',6}}	3	10011	{{'pool001',4},{'pool041',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
150	【特选】2.5肴武器	{2,2}	0	{202506191000,202507100400}		341	2	1	20050	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20050_detailtitle1","20050_detaildes11","20050_detaildes12","20050_detaildes13","20050_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20050_detaildes23","20050_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_11503',1602639, {2,1,29,1},6.5,3132,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool042'}	{80,{{'pool042',6}}}	{80,{'pool042',6}}	4	10012	{{'pool002',4},{'pool042',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_11503.weapon_11503				120
151	【特选】2.5辰星	{1,2}	0	{202506191000,202507100400}		344	2	1	20047	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20047_detailtitle1","20047_detaildes11","20047_detaildes12","20047_detaildes13","20047_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20047_detaildes23","20047_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl014b','/Game/Spine/Hero/Girl014b/GachaGirl_014b.GachaGirl_014b',0.3,{0,0},{0,0},{1.2,1},1602635,{1,14,3,1},3,3134}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool043'}	{100,{{'pool043',6}}}	{100,{'pool043',6}}	3	10011	{{'pool001',4},{'pool043',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
152	【特选】2.5辰星武器	{2,2}	0	{202506191000,202507100400}		343	2	1	20048	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20048_detailtitle1","20048_detaildes11","20048_detaildes12","20048_detaildes13","20048_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20048_detaildes23","20048_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_81501',1602638, {2,8,3,1},6.5,3131,10,0.5,1}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002_52','pool044'}	{80,{{'pool044',6}}}	{80,{'pool044',6}}	4	10012	{{'pool002_52',4},{'pool044',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_81501.weapon_81501				120
153	【特选】2.6恩雅	{1,2}	0	{202511060400,202512180400}		346	2	1	20051	{{"60033_detailtitle4","60033_detaildes41","60033_detaildes42"},{"20051_detailtitle1","20051_detaildes11","20051_detaildes12","20051_detaildes13","20051_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20051_detaildes23","20051_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl011b','/Game/Spine/Hero/Girl011b/GachaGirl_011b.GachaGirl_011b',0.3,{0,0},{0,0},{1.2,1},1602691,{1,11,3,1},3,3137}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool046'}	{100,{{'pool046',6}}}	{100,{'pool046',6}}	3	10011	{{'pool001',4},{'pool046',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
154	【特选】2.6恩雅武器	{2,2}	0	{202511060400,202512180400}		345	2	1	20052	{{"90002_detailtitle4","90002_detaildes41","90002_detaildes42"},{"20052_detailtitle1","20052_detaildes11","20052_detaildes12","20052_detaildes13","20052_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20052_detaildes23","20052_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_31505',1602676, {2,3,30,1},8,3136,10,0.5,3}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool045'}	{80,{{'pool045',6}}}	{80,{'pool045',6}}	4	10012	{{'pool002',4},{'pool045',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_31505.weapon_31505				120
155	奈丽德	{1,2}	0	{202512180400,202601290400}		352	2	1	20053	{{"20053_detailtitle1","20053_detaildes11","20053_detaildes12","20053_detaildes13","20053_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20053_detaildes23","20053_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl021','/Game/Spine/Hero/Girl021/GachaGirl_021.GachaGirl_021',0.3,{0,0},{0,0},{1.2,1},1602732,{1,21,1,1},3,3145}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool047'}	{100,{{'pool047',6}}}	{100,{'pool047',6}}	3	10011	{{'pool001',4},{'pool047',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
156	奈丽德	{2,2}	0	{202512180400,202601290400}		351	2	1	20054	{{"20054_detailtitle1","20054_detaildes11","20054_detaildes12","20054_detaildes13","20054_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20054_detaildes23","20054_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_51509',1602734, {2,5,28,1},8,3143,10,0.5,1}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool048'}	{80,{{'pool048',6}}}	{80,{'pool048',6}}	4	10012	{{'pool002',4},{'pool048',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1					120
157	三选一	{1,2}	0	{202504170400,202505290400}		350	6	1	60037	{{"20023_detailtitle1","20023_detaildes11","20023_detaildes12","20023_detaildes13","20023_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20023_detaildes23","20023_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl007a','/Game/Spine/Hero/Girl007a/GachaGirl_007a.GachaGirl_007a',0.3,{0,0},{0,0},{1.2,1},1602330,{1,7,2,1},3,3075}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool021'}	{100,{{'pool021',6}}}	{100,{'pool021',6}}	3	10011	{{'pool001',4},{'pool021',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}				{{125,{1,11,2,1}},{123,{1,7,2,1}},{141,{1,15,2,1}}}	57	{"60037_sure1","60033_sure2","60033_sure3","60033_sure4"}			1					120
158	三选一	{2,2}	0	{202504170400,202505290400}		349	6	1	60038	{{"20024_detailtitle1","20024_detaildes11","20024_detaildes12","20024_detaildes13","20024_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20024_detaildes23","20024_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_12502',1602328, {2,1,27,1},10,3076,11,0.5}	{{5,21,2,5,1}}	{{5,21,2,5,10}}					4	10012		10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}				{{126,{2,4,26,1}},{124,{2,1,27,1}},{142,{2,5,26,1}}}	58	{"60038_sure1","60034_sure2","60034_sure3","60034_sure4"}			1					120
159	【特选】2.8龙舌兰	{1,2}	0	{202510161000,202511060400}		358	2	1	20055	{{"90003_detailtitle4","90003_detaildes41","90003_detaildes42"},{"20055_detailtitle1","20055_detaildes11","20055_detaildes12","20055_detaildes13","20055_detaildes14"},{"10003_detailtitle2","10003_detaildes21","20055_detaildes23","20055_detaildes25","10003_detaildes22_1","10003_detaildes24_1","10003_detaildes26","10000_detaildes26"},{"10003_detailtitle3","10003_detaildes31","10003_detaildes32","10003_detaildes33"}}	{'uw_gacha_roleup','role_girl018a','/Game/Spine/Hero/Girl018a/GachaGirl_018a.GachaGirl_018a',0.3,{0,0},{0,0},{1.2,1},1602774,{1,18,2,1},3,3162}	{{5,21,1,5,1}}	{{5,21,1,5,10}}		{'pool001','pool049'}	{100,{{'pool049',6}}}	{100,{'pool049',6}}	3	10011	{{'pool001',4},{'pool049',6}}	10013	0	{8,{4,5000},{3,2}}	{70,{6,75},{3,2}}				{{5,{0.1,1.24}},{4,{8,14.68}},{3,{91.9,84.08}}}									1					120
160	【特选】2.8龙舌兰武器	{2,2}	0	{202510161000,202511060400}		357	2	1	20056	{{"90004_detailtitle4","90004_detaildes41","90004_detaildes42"},{"20056_detailtitle1","20056_detaildes11","20056_detaildes12","20056_detaildes13","20056_detaildes14"},{"10004_detailtitle2","10004_detaildes21","20056_detaildes23","20056_detaildes25","10004_detaildes22_1","10004_detaildes24_1","10004_detaildes26","10000_detaildes26"}}	{'uw_gacha_weaponup','weapon_22504',1602780, {2,2,26,1},8,3161,10,0.5,1}	{{5,21,2,5,1}}	{{5,21,2,5,10}}		{'pool002','pool050'}	{80,{{'pool050',6}}}	{80,{'pool050',6}}	4	10012	{{'pool002',4},{'pool050',6}}	10014	0	{8,{4,5000},{3,2}}	{60,{6,500},{3,2}}				{{5,{0.1,1.58}},{4,{8,14.68}},{3,{91.9,83.74}}}									1	/Game/Spine/Weapon/weapon_22504.weapon_22504				120
