活动Id(最大6550)	排序	//备注	所在页签（0或不填则隐藏，1为限时页，2为常驻页，3为新手活动页）	组别	组Icon（父标签ICON，可不填，默认读后面的子标签ICON）	组名（父标签名称，可不填，默认读后面的子标签名称）	活动类型	起始时间	结束时间	临时关闭(常规不用 0默认开启 1关闭,任务计数 2关闭,任务不计数)	是否隐藏	解锁条件(例{{{1,1}}})（1账号等级 2前置关卡 3获得某个道具）双{{}}隔开为或条件，单{}隔开为且条件	模板Id(主要是非签到模板)	背景图	页签Icon	抬头图标	立绘	帮助描述{文本key,显示标记 1默认统一位置显示2活动模板自己显示，外围隐藏}	内容描述(逗号分割多个)	页签描述	每日任务({成就id}activity_quest.txt)	每周任务({成就id}activity_quest.txt)	活动期任务({成就id}activity_quest.txt)	代币ID({id1,..})	自定义数据(商店模板:商店id;返还模板:0展示阶段1领奖阶段;首充模板：奖励物品;短签模板:弹窗顺序;任务回归离线时间【只限活动大厅内的回归使用】)	自定义数据(任务活动1013模板:{1显示常驻标签,默认关闭}；联机活动模板:{按钮的IconId})	跳转界面({类型,值}1类型,function id;2类型,ui窗口名字;3类型,lua函数)	跳转参数	每日解锁任务({{第几天开放,Normal任务id,...},..})	终身模式(1标记)	弹窗顺序(仅短签活动)；序号越大越先弹出	地区限制目前可填：0国内外,1国内,2海外	是否已有核心奖励	是否能领取核心奖励	是否是新手活动
678	9	皮肤试玩_芬妮初晴金雪_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_12															
679	9	皮肤试玩_里芙霜舞盛典_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_11															
680	9	皮肤试玩_芬妮甜蜜统治_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_20															
681	9	皮肤试玩_凯茜娅远曲独舞_DLC9	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_14															
682	9	皮肤试玩_安卡希雅战损_DLC10	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_37															
683	9	皮肤试玩_琴诺·悖谬静聆潮韵_DLC11	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_41															
684	9	皮肤试玩_辰星不灭守望_DLC12	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_44															
685	9	皮肤试玩_恩雅·羽蜕专属教练_DLC12	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_45															
686	9	皮肤试玩_凯西娅·朝翼秘密彩蛋_DLC24	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_48															
687	9	皮肤试玩_瑟瑞斯·瞬刻纯白午后_DLC25	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_52															
688	9	皮肤试玩_晴凛冽冬花_DLC25	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_1															
689	9	皮肤试玩_凯西娅贴身特助_DLC25	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_27															
690	9	皮肤试玩_雨燕舞会4星_DLC25	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_32															
691	9	皮肤试玩_薇蒂雅翠翎倩姿_DLC25	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_35															
692	9	皮肤试玩_薇蒂雅·龙舌兰舞夜与焰_DLC26	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_55															
693	9	皮肤试玩_芙提雅·驰掣草莓甜心_DLC26	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_56															
694	9	皮肤试玩_里芙·星期三不灭银星_DLC26	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_57															
695	9	皮肤试玩_妮塔·悸响林间潋滟_DLC27	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_59															
696	9	皮肤试玩_肴·冬至暧馨侍奉_DLC27	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_62															
697	9	皮肤试玩_芬妮·辉耀疾速耀星_DLC27	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_63															
698	9	皮肤试玩_里芙·无限之视引风飒意_DLC28	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_67															
699	9	皮肤试玩_瑟瑞斯·瞬刻不灭恒忆_DLC28	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_68															
700	9	皮肤试玩_瑟瑞斯·瞬刻斑斓水色_DLC12	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_43															
701	9	皮肤试玩_瞬刻须臾蹁跹_DLC28	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_26															
702	9	皮肤试玩_卜卜·小天师畅饮狂欢_DLC30	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_71															
703	9	皮肤试玩_茉莉安·幽潮甜蜜困扰_DLC30	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_73															
704	9	皮肤试玩_芙提雅·驰掣毛绒派对_DLC30	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_42															
705	9	皮肤试玩_芙提雅·驰掣泳池护卫_DLC30	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_65															
706	9	皮肤试玩_卜卜·小天师元气愈养_DLC30	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_61															
707	9	皮肤试玩_妮塔·悸响轻罗曼舞_DLC31	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_75															
708	9	皮肤试玩_卜卜·小天师雨沁轻衫_DLC31	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_77															
709	9	皮肤试玩_猫汐尔·不灭灵影_DLC31	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_78															
710	9	皮肤试玩_伊切尔·豹豹捕猎演习_DLC31	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_46															
711	9	皮肤试玩_芬妮·澄意夕晖蜜约_DLC32	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_79															
712	9	皮肤试玩_薇蒂雅·天鹅座海境鲛梦_DLC32	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_81															
713	9	皮肤试玩_奈莉德·冥河代理人热沙激浪_DLC32	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_82															
714	9	皮肤试玩_辰星·琼弦柔倚身畔_DLC32	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_83															
715	9	皮肤试玩_凯茜娅·朝翼沐浪倦姿_DLC11	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_38															
716	9	皮肤试玩_茉莉安·幽潮灿阳一刻_DLC11	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_39															
717	9	皮肤试玩_恩雅·羽蜕浅憩之处_DLC11	1	657	1701196	activity.TxtActivityTry2	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_40															
718	9	皮肤试玩_溯影灼阳假期_DLC11	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_4															
719	9	皮肤试玩_云篆波光倩影_DLC11	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_5															
720	9	皮肤试玩_茉莉安·幽潮绒尾迷梦_DLC30	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_54															
721	9	皮肤试玩_米娅·星彩暗空魅影_DLC33	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_84															
722	9	皮肤试玩_晴·霆光清光虔愿_DLC33	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_85															
723	9	皮肤试玩_肴·暖雾凝眸_DLC33	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_87															
724	9	皮肤试玩_瑟瑞斯·悠游碧波浮游_DLC33	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_80															
725	9	皮肤试玩_卜卜·灵鉴绮恋星灵_DLC34	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_88															
726	9	皮肤试玩_猫汐尔·莲驱喵语祈念_DLC34	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_89															
727	9	皮肤试玩_恩雅·澜风恋恋秋行_DLC34	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_91															
728	9	皮肤试玩_晴·旧日王牌不灭锋铭_DLC34	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_92															
729	9	皮肤试玩_克罗瑞娜·绯月皎月幽祈_DLC34	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_74															
730	9	皮肤试玩_奈莉德·冥河代理人晨曦统令_DLC34	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_58															
731	9	皮肤试玩_安卡希雅·时之重奏恒约_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_93															
732	9	皮肤试玩_茉莉安·霄鹰恒约_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_94															
733	9	皮肤试玩_瑟瑞斯·悠游中式汉服_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_95															
734	9	皮肤试玩_米娅·星彩旗袍_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_96															
735	9	皮肤试玩_奈莉德·冥河代理人BP_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_97															
736	9	皮肤试玩_凯茜娅·狂诗星抚恋音_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_69															
737	9	皮肤试玩_苔丝·绮幻恋如花舞_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_70															
738	9	皮肤试玩_辰星·琼弦欣描红妆_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_49															
739	9	皮肤试玩_肴·夜天光暖夜情醺_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_50															
740	9	皮肤试玩_里芙新换装恒约_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_30															
741	9	皮肤试玩_芬妮新换装恒约_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_31															
742	9	皮肤试玩_芬妮·澄意颂夜欢歌_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_90															
743	9	皮肤试玩_凯茜娅·狂诗花间蝶踪_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_86															
744	9	皮肤试玩_肴·夜天光共待曙明_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_76															
745	9	皮肤试玩_恩雅·澜风秘密侍奉_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_72															
746	9	皮肤试玩_薇蒂雅·天鹅座云端之邀_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_64															
747	9	皮肤试玩_辰星·琼弦慵倚花阴_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_66															
748	9	皮肤试玩_凯茜娅·朝翼绮锦流韵_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_60															
749	9	皮肤试玩_恩雅·澜风望云清咏_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_53															
750	9	皮肤试玩_芬妮·辉耀金狮舞瑞_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_51															
751	9	皮肤试玩_琴诺·悖谬清荷雅弈_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_47															
752	9	皮肤试玩_辰星云篆旗袍_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_36															
753	9	皮肤试玩_狂猎宵宴绯盏_DLC35	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602026	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_18															
754	9	皮肤试玩_胧嫣·瑞狐珠光曳影_DLC36	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_98															
755	9	皮肤试玩_芙提雅·炬芯国主驾到_DLC36	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_99															
756	9	皮肤试玩_晴·霆光剑意逍遥_DLC36	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_100															
757	9	皮肤试玩_芬妮·澄意轻纱暖寐_DLC36	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_101															
758	9	皮肤试玩_恩雅不灭柔情_DLC36	1	657	1701196	activity.TxtActivityTry3	gacha_try	[202605271000]	[202606170400]			{{{2,11429}},{{2,10104}}}	1011	1602167	1701196			{"activity.try_girl_test1",1}		activity.TxtActivityTry2_102															
