a	//描述	资源路径															
110005803	吉语币*50	Icon/DLC/DLC1/Frames/icon_props026_23_50_png.icon_props026_23_50_png															
110005901	纳福签*200	Icon/DLC/DLC1/Frames/icon_props026_24_200_png.icon_props026_24_200_png															
110005902	纳福签*130	Icon/DLC/DLC1/Frames/icon_props026_24_130_png.icon_props026_24_130_png															
110005903	纳福签*50	Icon/DLC/DLC1/Frames/icon_props026_24_50_png.icon_props026_24_50_png															
110006001	青蓝之羽*200	Icon/DLC/DLC1/Frames/icon_props026_25_130_png.icon_props026_25_130_png															
110006002	青蓝之羽*130	Icon/DLC/DLC1/Frames/icon_props026_25_200_png.icon_props026_25_200_png															
110006003	青蓝之羽*50	Icon/DLC/DLC1/Frames/icon_props026_25_50_png.icon_props026_25_50_png															
110006101	月卡图标*200	Icon/Props/Props200/Frames/icon_props020_01_200_png.icon_props020_01_200_png															
110006102	月卡图标*130	Icon/Props/Props130/Frames/icon_props020_01_130_png.icon_props020_01_130_png															
110006103	月卡图标*50	Icon/Props/Props50/Frames/icon_props020_01_50_png.icon_props020_01_50_png															
110006201	激励点数*200	Icon/DLC/DLC2/Frames/icon_props028_00_200_png.icon_props028_00_200_png															
110006202	激励点数*130	Icon/DLC/DLC2/Frames/icon_props028_00_130_png.icon_props028_00_130_png															
110006203	激励点数*50	Icon/DLC/DLC2/Frames/icon_props028_00_50_png.icon_props028_00_50_png															
110006301	密匙晶片*200	Icon/DLC/DLC2/Frames/icon_props029_00_200_png.icon_props029_00_200_png															
110006302	密匙晶片*130	Icon/DLC/DLC2/Frames/icon_props029_00_130_png.icon_props029_00_130_png															
110006303	密匙晶片*50	Icon/DLC/DLC2/Frames/icon_props029_00_50_png.icon_props029_00_50_png															
110006401	通行秘钥*130	Icon/DLC/DLC4/Frames/icon_props029_01_130_png.icon_props029_01_130_png															
110006402	通行秘钥*200	Icon/DLC/DLC4/Frames/icon_props029_01_200_png.icon_props029_01_200_png															
110006403	通行秘钥*50	Icon/DLC/DLC4/Frames/icon_props029_01_50_png.icon_props029_01_50_png															
110006501	先驱铭牌*130	Icon/DLC/DLC2/Frames/icon_props028_01_130_png.icon_props028_01_130_png															
110006502	先驱铭牌*200	Icon/DLC/DLC2/Frames/icon_props028_01_200_png.icon_props028_01_200_png															
110006503	先驱铭牌*50	Icon/DLC/DLC2/Frames/icon_props028_01_50_png.icon_props028_01_50_png															
110006601	样本晶骸*130	Icon/DLC/DLC2/Frames/icon_props028_02_130_png.icon_props028_02_130_png															
110006602	样本晶骸*200	Icon/DLC/DLC2/Frames/icon_props028_02_200_png.icon_props028_02_200_png															
110006603	样本晶骸*50	Icon/DLC/DLC2/Frames/icon_props028_02_50_png.icon_props028_02_50_png															
110006701	通行证经验*130	Icon/Props/Props130/Frames/icon_props030_01_130_png.icon_props030_01_130_png															
110006702	通行证经验*200	Icon/Props/Props200/Frames/icon_props030_01_200_png.icon_props030_01_200_png															
110006801	家具币*130	Icon/Props/Props130/Frames/icon_props031_01_130_png.icon_props031_01_130_png															
110006802	家具币*200	Icon/Props/Props200/Frames/icon_props031_01_200_png.icon_props031_01_200_png															
110006803	家具币*50	Icon/Props/Props50/Frames/icon_props031_01_50_png.icon_props031_01_50_png															
110006901	登记门卡*130	Icon/Props/Props130/Frames/icon_props031_02_130_png.icon_props031_02_130_png															
110006902	登记门卡*200	Icon/Props/Props200/Frames/icon_props031_02_200_png.icon_props031_02_200_png															
110006903	登记门卡*50	Icon/Props/Props50/Frames/icon_props031_02_50_png.icon_props031_02_50_png															
110007001	武器组件*130	Icon/Props/Props130/Frames/icon_props032_130_png.icon_props032_130_png															
110007002	武器组件*200	Icon/Props/Props200/Frames/icon_props032_200_png.icon_props032_200_png															
110007003	武器组件*50	Icon/Props/Props50/Frames/icon_props032_50_png.icon_props032_50_png															
110007101	BP箱子*130	Icon/Props/Props130/Frames/icon_props033_01_130_png.icon_props033_01_130_png															
110007102	BP箱子*200	Icon/Props/Props200/Frames/icon_props033_01_200_png.icon_props033_01_200_png															
110007201	高级家具币*130	Icon/Props/Props130/Frames/icon_props031_03_130_png.icon_props031_03_130_png															
110007202	高级家具币*200	Icon/Props/Props200/Frames/icon_props031_03_200_png.icon_props031_03_200_png															
110007203	高级家具币*50	Icon/Props/Props50/Frames/icon_props031_03_50_png.icon_props031_03_50_png															
110007301	BP高级自选箱子*130	Icon/Props/Props130/Frames/icon_props034_01_130_png.icon_props034_01_130_png															
110007302	BP高级自选箱子*200	Icon/Props/Props200/Frames/icon_props034_01_200_png.icon_props034_01_200_png															
110007401	超勇游戏门票*130	Icon/Props/Props130/Frames/icon_props035_01_130_png.icon_props035_01_130_png															
110007402	超勇游戏门票*200	Icon/Props/Props200/Frames/icon_props035_01_200_png.icon_props035_01_200_png															
110007403	超勇游戏门票*50	Icon/Props/Props50/Frames/icon_props035_01_50_png.icon_props035_01_50_png															
110007501	纪念品墙钓鱼奖杯*130	Icon/Dorm/DormProps130/Frames/icon_dorm_hall001_interact010_130_png.icon_dorm_hall001_interact010_130_png															
110007502	纪念品墙钓鱼奖杯*200	Icon/Dorm/Dorm200/icon_dorm_hall001_interact010_200.icon_dorm_hall001_interact010_200															
110007503	纪念品墙钓鱼奖杯*540	Icon/Props/Props540/icon_dorm_hall001_interact010_540.icon_dorm_hall001_interact010_540															
110007601	皮肤券*130	Icon/Props/Props130/Frames/icon_props038_01_130_png.icon_props038_01_130_png															
110007602	皮肤券*200	Icon/Props/Props200/Frames/icon_props038_01_200_png.icon_props038_01_200_png															
110007603	皮肤券*50	Icon/Props/Props50/Frames/icon_props038_01_50_png.icon_props038_01_50_png															
110007701	dlc4雪原车车模型*130	Icon/Dorm/DormProps130/Frames/icon_dorm_hall001_interact011_130_png.icon_dorm_hall001_interact011_130_png															
110007702	dlc4雪原车车模型*200	Icon/Dorm/Dorm200/icon_dorm_hall001_interact011_200.icon_dorm_hall001_interact011_200															
110007703	dlc4雪原车车模型*540	Icon/Props/Props540/icon_dorm_hall001_interact011_540.icon_dorm_hall001_interact011_540															
110007801	dlc4宿舍爷硬币*130	Icon/Props/Props130/Frames/icon_playerdorm001_130_png.icon_playerdorm001_130_png															
110007802	dlc4宿舍爷硬币*200	Icon/Props/Props200/Frames/icon_playerdorm001_200_png.icon_playerdorm001_200_png															
110007901	dlc5歌剧半脸面具*130	Icon/Dorm/DormProps130/Frames/icon_dorm_hall001_interact012_130_png.icon_dorm_hall001_interact012_130_png															
110007902	dlc5歌剧半脸面具*200	Icon/Dorm/Dorm200/icon_dorm_hall001_interact012_200.icon_dorm_hall001_interact012_200															
110007903	dlc5歌剧半脸面具*540	Icon/Props/Props540/icon_dorm_hall001_interact012_540.icon_dorm_hall001_interact012_540															
110008001	虚拟内存*130	Icon/Props/Props130/Frames/icon_props039_00_130_png.icon_props039_00_130_png															
110008002	虚拟内存*200	Icon/Props/Props200/Frames/icon_props039_00_200_png.icon_props039_00_200_png															
110008003	虚拟内存*50	Icon/Props/Props50/Frames/icon_props039_00_50_png.icon_props039_00_50_png															
110008101	智识点数*130	Icon/Props/Props130/Frames/icon_props039_01_130_png.icon_props039_01_130_png															
110008102	智识点数*200	Icon/Props/Props200/Frames/icon_props039_01_200_png.icon_props039_01_200_png															
110008103	智识点数*50	Icon/Props/Props50/Frames/icon_props039_01_50_png.icon_props039_01_50_png															
110008201	肉鸽局内货币*130	Icon/RogueProps/Frames/icon_props039_02_130_png.icon_props039_02_130_png															
110008202	肉鸽局内货币*200	Icon/RogueProps/Frames/icon_props039_02_200_png.icon_props039_02_200_png															
110008203	肉鸽局内货币*50	Icon/RogueProps/Frames/icon_props039_02_50_png.icon_props039_02_50_png															
110008301	dlc6天体仪*130	Icon/Dorm/DormProps130/Frames/icon_dorm_hall001_interact013_130_png.icon_dorm_hall001_interact013_130_png															
110008302	dlc6天体仪*200	Icon/Dorm/Dorm200/icon_dorm_hall001_interact013_200.icon_dorm_hall001_interact013_200															
110008303	dlc6天体仪*540	Icon/Props/Props540/icon_dorm_hall001_interact013_540.icon_dorm_hall001_interact013_540															
110008401	dlc6三角体*130	Icon/Dorm/DormProps130/Frames/icon_dorm_hall001_interact014_130_png.icon_dorm_hall001_interact014_130_png															
110008402	dlc6三角体*200	Icon/Dorm/Dorm200/icon_dorm_hall001_interact014_200.icon_dorm_hall001_interact014_200															
110008403	dlc6三角体*540	Icon/Props/Props540/icon_dorm_hall001_interact014_540.icon_dorm_hall001_interact014_540															
110008501	dlc6福瑞不倒翁*130	Icon/Dorm/DormProps130/Frames/icon_dorm_hall001_interact015_130_png.icon_dorm_hall001_interact015_130_png															
110008502	dlc6福瑞不倒翁*200	Icon/Dorm/Dorm200/icon_dorm_hall001_interact015_200.icon_dorm_hall001_interact015_200															
110008503	dlc6福瑞不倒翁*540	Icon/Props/Props540/icon_dorm_hall001_interact015_540.icon_dorm_hall001_interact015_540															
110008601	dlc6银票票*130	Icon/DLC/DLC6/Frames/icon_props044_01_130_png.icon_props044_01_130_png															
110008602	dlc6银票票*200	Icon/DLC/DLC6/Frames/icon_props044_01_200_png.icon_props044_01_200_png															
110008603	dlc6银票票*50	Icon/DLC/DLC6/Frames/icon_props044_01_50_png.icon_props044_01_50_png															
110008701	dlc6金板板*130	Icon/DLC/DLC6/Frames/icon_props045_01_130_png.icon_props045_01_130_png															
110008702	dlc6金板板*200	Icon/DLC/DLC6/Frames/icon_props045_01_200_png.icon_props045_01_200_png															
110008703	dlc6金板板*50	Icon/DLC/DLC6/Frames/icon_props045_01_50_png.icon_props045_01_50_png															
110008801	2024情人节巧克力*130	Icon/Props/Props130/Frames/icon_props043_02_130_png.icon_props043_02_130_png															
110008802	2024情人节巧克力*200	Icon/Props/Props200/Frames/icon_props043_02_200_png.icon_props043_02_200_png															
110008901	DLC7皎月之证*50	Icon/DLC/DLC7/Frames/icon_props046_01_50_png.icon_props046_01_50_png															
110008902	DLC7皎月之证*130	Icon/DLC/DLC7/Frames/icon_props046_01_130_png.icon_props046_01_130_png															
110008903	DLC7皎月之证*200	Icon/DLC/DLC7/Frames/icon_props046_01_200_png.icon_props046_01_200_png															
110009001	DLC7赐福凭据*50	Icon/DLC/DLC7/Frames/icon_props047_01_50_png.icon_props047_01_50_png															
110009002	DLC7赐福凭据*130	Icon/DLC/DLC7/Frames/icon_props047_01_130_png.icon_props047_01_130_png															
110009003	DLC7赐福凭据*200	Icon/DLC/DLC7/Frames/icon_props047_01_200_png.icon_props047_01_200_png															
110009101	dlc6构筑经验*130	Icon/DLC/DLC6/Frames/icon_props045_02_130_png.icon_props045_02_130_png															
110009102	dlc6构筑经验*200	Icon/DLC/DLC6/Frames/icon_props045_02_200_png.icon_props045_02_200_png															
110009201	dlc7新星开拓金币*130	Icon/DLC/DLC7/Frames/icon_props049_01_130_png.icon_props049_01_130_png															
110009202	dlc7新星开拓金币*200	Icon/DLC/DLC7/Frames/icon_props049_01_200_png.icon_props049_01_200_png															
110009203	dlc7新星开拓金币*50	Icon/DLC/DLC7/Frames/icon_props049_01_50_png.icon_props049_01_50_png															
110009301	dlc7新星开拓雪柜*130	Icon/DLC/DLC7/Frames/icon_props050_01_130_png.icon_props050_01_130_png															
110009302	dlc7新星开拓雪柜*200	Icon/DLC/DLC7/Frames/icon_props050_01_200_png.icon_props050_01_200_png															
110009303	dlc7新星开拓雪柜*50	Icon/DLC/DLC7/Frames/icon_props050_01_50_png.icon_props050_01_50_png															
110009401	dlc8门票*130	Icon/DLC/DLC08/Frames/icon_props048_01_130_png.icon_props048_01_130_png															
110009402	dlc8门票*200	Icon/DLC/DLC08/Frames/icon_props048_01_200_png.icon_props048_01_200_png															
110009403	dlc8门票*50	Icon/DLC/DLC08/Frames/icon_props048_01_50_png.icon_props048_01_50_png															
110009501	dlc8晶体*130	Icon/DLC/DLC08/Frames/icon_props048_02_130_png.icon_props048_02_130_png															
110009502	dlc8晶体*200	Icon/DLC/DLC08/Frames/icon_props048_02_200_png.icon_props048_02_200_png															
110009503	dlc8晶体*50	Icon/DLC/DLC08/Frames/icon_props048_02_50_png.icon_props048_02_50_png															
110009601	dlc7申请凭证*130	Icon/DLC/DLC7/Frames/icon_props051_01_130_png.icon_props051_01_130_png															
110009602	dlc7申请凭证*200	Icon/DLC/DLC7/Frames/icon_props051_01_200_png.icon_props051_01_200_png															
110009603	dlc7申请凭证*50	Icon/DLC/DLC7/Frames/icon_props051_01_50_png.icon_props051_01_50_png															
110009701	dlc7采购卷*130	Icon/DLC/DLC7/Frames/icon_props051_02_130_png.icon_props051_02_130_png															
110009702	dlc7采购卷*200	Icon/DLC/DLC7/Frames/icon_props051_02_200_png.icon_props051_02_200_png															
110009703	dlc7采购卷*50	Icon/DLC/DLC7/Frames/icon_props051_02_50_png.icon_props051_02_50_png															
110009801	后勤信物（兑换）*200	Icon/Props/Props200/Frames/icon_props019_01_200_png.icon_props019_01_200_png															
110009802	后勤信物（兑换）*130	Icon/Props/Props130/Frames/icon_props019_01_130_png.icon_props019_01_130_png															
110009803	后勤信物（兑换）*50	Icon/Props/Props50/Frames/icon_props019_01_50_png.icon_props019_01_50_png															
110009901	武器本信物（兑换）*200	Icon/Props/Props200/Frames/icon_props032_01_200_png.icon_props032_01_200_png															
110009902	武器本信物（兑换）*130	Icon/Props/Props130/Frames/icon_props032_01_130_png.icon_props032_01_130_png															
110009903	武器本信物（兑换）*50	Icon/Props/Props50/Frames/icon_props032_01_50_png.icon_props032_01_50_png															
110010001	dlc9恒沙信用点*130	Icon/DLC/DLC9/Frames/icon_props052_01_130_png.icon_props052_01_130_png															
110010002	dlc9恒沙信用点*200	Icon/DLC/DLC9/Frames/icon_props052_01_200_png.icon_props052_01_200_png															
110010003	dlc9恒沙信用点*50	Icon/DLC/DLC9/Frames/icon_props052_01_50_png.icon_props052_01_50_png															
