ID	备注	类型	地图资产路劲	玩法	LuaClass	Loading图	背景音乐	背景环境音	加载额外参数
3028	第2期tower04层b面	0	TowerLevel/R2_Tower04/Dungeon_R2_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3031	第3期tower01层a面	0	TowerLevel/R3_Tower01/Dungeon_R3_TLevel01a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3032	第3期tower01层b面	0	TowerLevel/R3_Tower01/Dungeon_R3_TLevel01b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3033	第3期tower02层a面	0	TowerLevel/R3_Tower02/Dungeon_R3_TLevel02a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3034	第3期tower02层b面	0	TowerLevel/R3_Tower02/Dungeon_R3_TLevel02b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3035	第3期tower03层a面	0	TowerLevel/R3_Tower03/Dungeon_R3_TLevel03a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3036	第3期tower03层b面	0	TowerLevel/R3_Tower03/Dungeon_R3_TLevel03b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3037	第3期tower04层a面	0	TowerLevel/R3_Tower04/Dungeon_R3_TLevel04a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3038	第3期tower04层b面	0	TowerLevel/R3_Tower04/Dungeon_R3_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3041	第4期tower01层a面	0	TowerLevel/R4_Tower01/Dungeon_R4_TLevel01a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3042	第4期tower01层b面	0	TowerLevel/R4_Tower01/Dungeon_R4_TLevel01b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3043	第4期tower02层a面	0	TowerLevel/R4_Tower02/Dungeon_R4_TLevel02a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3044	第4期tower02层b面	0	TowerLevel/R4_Tower02/Dungeon_R4_TLevel02b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3045	第4期tower03层a面	0	TowerLevel/R4_Tower03/Dungeon_R4_TLevel03a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3046	第4期tower03层b面	0	TowerLevel/R4_Tower03/Dungeon_R4_TLevel03b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3047	第4期tower04层a面	0	TowerLevel/R4_Tower04/Dungeon_R4_TLevel04a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3048	第4期tower04层b面	0	TowerLevel/R4_Tower04/Dungeon_R4_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3051	第5期tower01层a面	0	TowerLevel/R5_Tower01/Dungeon_R5_TLevel01a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3052	第5期tower01层b面	0	TowerLevel/R5_Tower01/Dungeon_R5_TLevel01b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3053	第5期tower02层a面	0	TowerLevel/R5_Tower02/Dungeon_R5_TLevel02a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3054	第5期tower02层b面	0	TowerLevel/R5_Tower02/Dungeon_R5_TLevel02b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3055	第5期tower03层a面	0	TowerLevel/R5_Tower03/Dungeon_R5_TLevel03a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3056	第5期tower03层b面	0	TowerLevel/R5_Tower03/Dungeon_R5_TLevel03b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3057	第5期tower04层a面	0	TowerLevel/R5_Tower04/Dungeon_R5_TLevel04a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3058	第5期tower04层b面	0	TowerLevel/R5_Tower04/Dungeon_R5_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3061	第6期tower01层a面	0	TowerLevel/R6_Tower01/Dungeon_R6_TLevel01a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3062	第6期tower01层b面	0	TowerLevel/R6_Tower01/Dungeon_R6_TLevel01b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3063	第6期tower02层a面	0	TowerLevel/R6_Tower02/Dungeon_R6_TLevel02a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3064	第6期tower02层b面	0	TowerLevel/R6_Tower02/Dungeon_R6_TLevel02b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3065	第6期tower03层a面	0	TowerLevel/R6_Tower03/Dungeon_R6_TLevel03a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower09		
3066	第6期tower03层b面	0	TowerLevel/R6_Tower03/Dungeon_R6_TLevel03b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower10		
3067	第6期tower04层a面	0	TowerLevel/R6_Tower04/Dungeon_R6_TLevel04a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower11		
3068	第6期tower04层b面	0	TowerLevel/R6_Tower04/Dungeon_R6_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower12		
3071	第7期tower01层a面	0	TowerLevel/R7_Tower01/Dungeon_R7_TLevel01a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower01		
3072	第7期tower01层b面	0	TowerLevel/R7_Tower01/Dungeon_R7_TLevel01b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower02		
3073	第7期tower02层a面	0	TowerLevel/R7_Tower02/Dungeon_R7_TLevel02a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower03		
3074	第7期tower02层b面	0	TowerLevel/R7_Tower02/Dungeon_R7_TLevel02b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower04		
3075	第7期tower03层a面	0	TowerLevel/R7_Tower03/Dungeon_R7_TLevel03a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower05		
3076	第7期tower03层b面	0	TowerLevel/R7_Tower03/Dungeon_R7_TLevel03b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower06		
3077	第7期tower04层a面	0	TowerLevel/R7_Tower04/Dungeon_R7_TLevel04a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower01		
3078	第7期tower04层b面	0	TowerLevel/R7_Tower04/Dungeon_R7_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower02		
3081	第8期tower01层a面	0	TowerLevel/R8_Tower01/Dungeon_R8_TLevel01a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower03		
3082	第8期tower01层b面	0	TowerLevel/R8_Tower01/Dungeon_R8_TLevel01b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower04		
3083	第8期tower02层a面	0	TowerLevel/R8_Tower02/Dungeon_R8_TLevel02a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower05		
3084	第8期tower02层b面	0	TowerLevel/R8_Tower02/Dungeon_R8_TLevel02b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower06		
3085	第8期tower03层a面	0	TowerLevel/R8_Tower03/Dungeon_R8_TLevel03a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower01		
3086	第8期tower03层b面	0	TowerLevel/R8_Tower03/Dungeon_R8_TLevel03b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower02		
3087	第8期tower04层a面	0	TowerLevel/R8_Tower04/Dungeon_R8_TLevel04a	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower03		
3088	第8期tower04层b面	0	TowerLevel/R8_Tower04/Dungeon_R8_TLevel04b	BP_TowerDungeonGameMode	TowerMap		BGM|Fight|Tower|Tower04		
									
									
									
4001	DLC1-1	0	Dlc1Level01/Dlc1_Level01_01	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4002	DLC1-2	0	Dlc1Level01/Dlc1_Level01_02	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4003	DLC1-3	0	Dlc1Level01/Dlc1_Level01_03	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4004	DLC1-4	0	Dlc1Level01/Dlc1_Level01_04	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|Fight01		
4005	DLC1-5	0	Dlc1Level01/Dlc1_Level01_05	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|Fight02		
4006	DLC1-6	0	Dlc1Level01/Dlc1_Level01_06	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|Fight01		
4007	DLC1-7	0	Dlc1Level01/Dlc1_Level01_07	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|Fight02		
4008	DLC1-8	0	Dlc1Level01/Dlc1_Level01_08	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|Fight01		
4009	DLC1-9	0	Dlc1Level01/Dlc1_Level01_09	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|Fight02		
4010	DLC1-10	0	Dlc1Level01/Dlc1_Level01_10	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|BOSS01,Stage|Stage01		
4011	DLC1-11	0	Dlc1Level01/Dlc1_Level01_11	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01		
4012	DLC1-12	0	Dlc1Level01/Dlc1_Level01_12	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC01,DLC|BOSS02,Stage|Stage01		
4013	DLC1-3-测试-换BOSS	0	Dlc1Level01/Dlc1_Level01_03	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4014	DLC1-3-测试-无限制阵容	0	Dlc1Level01/Dlc1_Level01_03_test	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
									
4101	DLC1-复刷-01	0	Dlc1Level01/Dlc1_Level04_01	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4102	DLC1-复刷-02	0	Dlc1Level01/Dlc1_Level04_02	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4103	DLC1-复刷-03	0	Dlc1Level01/Dlc1_Level04_03	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4104	DLC1-复刷-04	0	Dlc1Level01/Dlc1_Level04_04	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4105	DLC1-复刷-05	0	Dlc1Level01/Dlc1_Level04_05	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4106	DLC1-复刷-06	0	Dlc1Level01/Dlc1_Level04_06	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
									
									
4020	DLC1-20	0	Dlc1Level01/Dlc1_Level01_seq1	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4021	DLC1-21	0	Dlc1Level01/Dlc1_Level01_seq2	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4022	DLC1-22	0	Dlc1Level01/Dlc1_Level01_seq3	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
									
4201	DLC棋盘格关卡001	0	ChessMapLevel/Chess_Level_001	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4202	DLC棋盘格关卡002	0	ChessMapLevel/Chess_Level_002	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4203	DLC棋盘格关卡003	0	ChessMapLevel/Chess_Level_003	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4204	DLC棋盘格关卡004	0	ChessMapLevel/Chess_Level_004	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4205	DLC棋盘格关卡005	0	ChessMapLevel/Chess_Level_005	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4206	DLC棋盘格关卡006	0	ChessMapLevel/Chess_Level_006	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4207	DLC棋盘格关卡007	0	ChessMapLevel/Chess_Level_007	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4208	DLC棋盘格关卡008	0	ChessMapLevel/Chess_Level_008	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4209	DLC棋盘格关卡009	0	ChessMapLevel/Chess_Level_009	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4210	DLC棋盘格关卡010	0	ChessMapLevel/Chess_Level_010	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4211	DLC棋盘格关卡011	0	ChessMapLevel/Chess_Level_011	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4212	DLC棋盘格关卡012	0	ChessMapLevel/Chess_Level_012	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4213	DLC棋盘格关卡013	0	ChessMapLevel/Chess_Level_013	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4214	DLC棋盘格关卡014	0	ChessMapLevel/Chess_Level_014	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4215	DLC棋盘格关卡015	0	ChessMapLevel/Chess_Level_015	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4216	DLC棋盘格关卡016	0	ChessMapLevel/Chess_Level_016	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4217	DLC棋盘格关卡017	0	ChessMapLevel/Chess_Level_017	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4218	DLC棋盘格关卡018	0	ChessMapLevel/Chess_Level_018	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4219	DLC棋盘格关卡019	0	ChessMapLevel/Chess_Level_019	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4220	DLC棋盘格关卡020	0	ChessMapLevel/Chess_Level_020	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4221	DLC棋盘格关卡021	0	ChessMapLevel/Chess_Level_021	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4222	DLC棋盘格关卡022	0	ChessMapLevel/Chess_Level_022	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4223	DLC棋盘格关卡023	0	ChessMapLevel/Chess_Level_023	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4224	DLC棋盘格关卡024	0	ChessMapLevel/Chess_Level_024	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4225	DLC棋盘格关卡025	0	ChessMapLevel/Chess_Level_025	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
									
4301	DLC小肉鸽关卡001	0	Dlc1Level02/Dlc1_Level02_01	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4391	DLC小肉鸽关卡002	0	Dlc1Level02/Dlc1_Level02_01_2	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4302	DLC小肉鸽关卡003	0	Dlc1Level02/Dlc1_Level02_02	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4303	DLC小肉鸽关卡004	0	Dlc1Level02/Dlc1_Level02_03	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4304	DLC小肉鸽关卡005	0	Dlc1Level02/Dlc1_Level02_04	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4394	DLC小肉鸽关卡006	0	Dlc1Level02/Dlc1_Level02_04_2	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4305	DLC小肉鸽关卡007	0	Dlc1Level02/Dlc1_Level02_05	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4395	DLC小肉鸽关卡008	0	Dlc1Level02/Dlc1_Level02_05_2	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4306	DLC小肉鸽关卡009	0	Dlc1Level02/Dlc1_Level02_06	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4307	DLC小肉鸽关卡010	0	Dlc1Level02/Dlc1_Level02_07	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4308	DLC小肉鸽关卡011	0	Dlc1Level02/Dlc1_Level02_08	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4398	DLC小肉鸽关卡012	0	Dlc1Level02/Dlc1_Level02_08_2	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4311	DLC小肉鸽关卡013	0	Dlc1Level02/Dlc1_Level02_11	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4312	DLC小肉鸽关卡014	0	Dlc1Level02/Dlc1_Level02_12	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4321	DLC小肉鸽关卡015	0	Dlc1Level02/Dlc1_Level02_21	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4331	DLC小肉鸽关卡016	0	Dlc1Level02/Dlc1_Level02_31	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4332	DLC小肉鸽关卡017	0	Dlc1Level02/Dlc1_Level02_32	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4333	DLC小肉鸽关卡018	0	Dlc1Level02/Dlc1_Level02_33	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
4334	DLC小肉鸽关卡019	0	Dlc1Level02/Dlc1_Level02_34	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
4335	DLC小肉鸽关卡020	0	Dlc1Level02/Dlc1_Level02_35	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
4341	DLC小肉鸽关卡021	0	Dlc1Level02/Dlc1_Level02_41	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
4342	DLC小肉鸽关卡022	0	Dlc1Level02/Dlc1_Level02_42	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
									
5000	冬至试玩	0	DemoLevel/DemoLevel_1021	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
5001	狂猎试玩	0	DemoLevel/DemoLevel_022	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level02,Stage|Stage01,Battle|Off		
5002	云篆试玩	0	DemoLevel/DemoLevel_11421	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level03,Stage|Stage01,Battle|Off		
5003	瑟瑞斯试玩	0	DemoLevel/DemoLevel_11311	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level04,Stage|Stage01,Battle|Off		
5004	辉夜试玩	0	DemoLevel/DemoLevel_0121	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
5005	皮肤试玩	0	DemoLevel/DemoLevel_Skin	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
5006	缄默试玩	0	DemoLevel/DemoLevel_0421	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
5007	藏锋试玩	0	DemoLevel/DemoLevel_1621	BP_GameBaseMode	DLC1Map		BGM|Fight|Chapter|Chapter07,Level|Level01,Stage|Stage01,Battle|Off		
5008	皮肤试玩（海岛）	0	DemoLevel/DemoLevel_Skin2	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
5009	溯影试玩	0	DemoLevel/DemoLevel_11221	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC03,DLC|Fight01,Battle|Off		
5010	苔丝试玩	0	DemoLevel/DemoLevel_11711	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
5011	皮肤试玩（雪地）	0	DemoLevel/DemoLevel_SkinDLC4	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
5012	皮肤试玩（豪宅）	0	DemoLevel/DemoLevel_SkinDLC5	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|Off		
5013	凯西亚试玩	0	DemoLevel/DemoLevel_11511	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC05,DLC|Fight01,Battle|Off		
5014	皮肤试玩（发射基地）	0	DemoLevel/DemoLevel_SkinDLC6	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC06,DLC|Fight02,Battle|Off		
5015	伊切尔试玩	0	DemoLevel/DemoLevel_11611	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC04,DLC|Fight02,Battle|Off		
5016	皮肤试玩DLC7	0	DemoLevel/DemoLevel_SkinDLC7	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC07,DLC|Fight01,Battle|Off		
5017	琴诺-悖谬	0	DemoLevel/DemoLevel_1721	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC07,DLC|Fight01,Battle|Off		
5018	恩雅-羽蜕	0	DemoLevel/DemoLevel_11121	BP_GameBaseMode	DLC1Map		BGM|Fight|Activity|DLC07,DLC|Fight01,Battle|Off		
5019	DLC8皮肤试玩	0	DemoLevel/DemoLevel_SkinDLC8	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight02,Battle|Off		
5020	瞬刻	0	DemoLevel/DemoLevel_11321	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC08,DLC|Fight01,Battle|Off		
5021	里芙-新换装	0	DemoLevel/DemoLevel_1231	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
5022	芬妮-新换装	0	DemoLevel/DemoLevel_1831	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight03,Battle|Off		
5023	DLC9皮肤试玩	0	DemoLevel/DemoLevel_SkinDLC9	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
5024	DLC10皮肤试玩	0	DemoLevel/DemoLevel_SkinDLC10	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
5025	龙舌兰试玩	0	DemoLevel/DemoLevel_11811	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC10,DLC|Fight02,Battle|Off		
5026	DLC11皮肤试玩	0	DemoLevel/DemoLevel_SkinDLC11	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC03,DLC|Fight02,Battle|Off		
5027	茉莉安·幽潮试玩	0	DemoLevel/DemoLevel_1531	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight02,Battle|Off		
5028	凯茜娅·朝翼试玩	0	DemoLevel/DemoLevel_11521	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC09,DLC|Fight01,Battle|Off		
5029	DLC23皮肤试玩	0	DemoLevel/DemoLevel_Skin23	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|Fight03,Stage|Stage01		
5030	驰掣试玩	0	DemoLevel/DemoLevel_1431	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC12,DLC|BOSS01,Stage|Stage01		
5031	DLC24皮肤试玩	0	DemoLevel/DemoLevel_Skin24	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|Fight03,Stage|Stage01		
5032	卜卜试玩	0	DemoLevel/DemoLevel_12011	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC13,DLC|BOSS01,Stage|Stage01		
5033	DLC25皮肤试玩	0	DemoLevel/DemoLevel_Skin25	BP_GameBaseMode	FightMap		BGM|Fight|Activity|DLC14,DLC|Fight01,Stage|Stage01		
