唯一Id	优先级（值越小优先级越高；1,2,3,4）	字符串索引	说话人	Wwise事件名	声音时间(手动导出)	临时时间	中文简体	非正式文案禁用翻译，对应模块的策划填写（1是，0否）	备注
		ch12.22.02.3	苔丝	Play_Vo_dlc5act2_girl017_05	5.155374		传教的？诶嘿嘿……这下有意思了！		
									
ch12.22.03		ch12.22.03.1	晴	Play_Vo_dlc5act2_girl006_03	5.198866		凯茜娅是个极度危险的女人。她搞出这场骚乱一定有目的！		
		ch12.22.03.2	晴	Play_Vo_dlc5act2_girl006_04	1.830499		等等，分析员呢？！		
		ch12.22.03.3	苔丝	Play_Vo_dlc5act2_girl017_06	4.471361		也许那个怪女人……是奔着伊切尔来的？		
		ch12.22.03.4	晴	Play_Vo_dlc5act2_girl006_05	1.765737		那就更不能让她得逞了！		
									
ch12.23.01		ch12.23.01.1	凯茜娅	Play_Vo_dlc5act3_girl015_01	3.376984		你很喜欢对我紧追不放啊，分析员。		
		ch12.23.01.2	凯茜娅	Play_Vo_dlc5act3_girl015_02	3.985125		伊切尔……她是个很可爱的孩子。		
		ch12.23.01.3	凯茜娅	Play_Vo_dlc5act3_girl015_03	5.018299		她早就该跟我走，而不是被送到这种地方来。		
									
ch12.23.02		ch12.23.02.1	凯茜娅	Play_Vo_dlc5act3_girl015_04	2.744807		耶洛沙早就无药可救了。		
		ch12.23.02.2	凯茜娅	Play_Vo_dlc5act3_girl015_05	4.280317		那个变魔术的小姑娘，你应该了解这里才对。		
		ch12.23.02.3	凯茜娅	Play_Vo_dlc5act3_girl015_06	2.433469		难道你没告诉你的分析员吗？		
		ch12.23.02.4	凯茜娅	Play_Vo_dlc5act3_girl015_07	4.88415		他们会有今天……都是咎由自取。		
									
ch12.23.03		ch12.23.03.1	凯茜娅	Play_Vo_dlc5act3_girl015_08	3.50059		你该好好考虑一下自己的立场，分析员。		
		ch12.23.03.2	凯茜娅	Play_Vo_dlc5act3_girl015_09	3.410136		除非你也想品尝被公司出卖的结果。		
		ch12.23.03.3	凯茜娅	Play_Vo_dlc5act3_girl015_10	4.300521		就那么急着要跟我同病相怜吗？		
									
ch12.24.01		ch12.24.01.1	凯茜娅	Play_Vo_dlc5act4_girl015_01	5.158821		既然你这么喜欢紧咬着不放，那我们就来玩玩吧。		
		ch12.24.01.2	凯茜娅	Play_Vo_dlc5act4_girl015_02	4.931995		等下喊疼的时候，记得要大声一点哦。		
									
ch12.24.02		ch12.24.02.1	凯茜娅	Play_Vo_dlc5act4_girl015_03	4.368934		哼……这些家伙倒是很会挑时候！		
		ch12.24.02.2	凯茜娅	Play_Vo_dlc5act4_girl015_04	5.409841		小姑娘我就先带走了，至于你……自求多福吧。		
									
ch12.25.01		ch12.25.01.1	晴	Play_Vo_dlc5act5_girl006_01	3.593764		这女人嘴里没半句实话，我们得小心提防她。		
		ch12.25.01.2	晴	Play_Vo_dlc5act5_girl006_02	3.812041		从哪个角度看，她都是一副要跟军方开战的准备！		
		ch12.25.01.3	晴	Play_Vo_dlc5act5_girl006_03	4.512902		现在让我们做这些，怕不是早就跟公司有了什么交易！		
									
ch12.25.02		ch12.25.02.1	苔丝	Play_Vo_dlc5act5_girl017_01	4.205873		过去这一整年，我在耶洛沙吃尽了苦头……		
		ch12.25.02.2	苔丝	Play_Vo_dlc5act5_girl017_02	4.456009		难道陶董……早就跟人家坐在一张桌子上了？！		
									
ch12.25.03		ch12.25.03.1	晴	Play_Vo_dlc5act5_girl006_04	2.990295		这种东西……也算得上是物资吗？！		
		ch12.25.03.2	晴	Play_Vo_dlc5act5_girl006_05	4.319592		就给百姓和士兵这种破玩意儿，居然还会有那么多人支持她？！		
		ch12.25.03.3	晴	Play_Vo_dlc5act5_girl006_06	1.608957		吃多了会死人的！		
		ch12.25.03.4	苔丝	Play_Vo_dlc5act5_girl017_03	4.668526		唉……他们知道，但他们不在乎。		
		ch12.25.03.5	苔丝	Play_Vo_dlc5act5_girl017_04	4.513333		在耶洛沙这种地方，雪花比人命更长久……		
									
ch12.26.01		ch12.26.01.1	晴	Play_Vo_dlc5act6_girl006_01	3.224331		这地堡的精巧和复杂真是难以想象！		
		ch12.26.01.2	晴	Play_Vo_dlc5act6_girl006_02	3.541996		到底要付出几代人，才能建造出这种东西……		
		ch12.26.01.3	晴	Play_Vo_dlc5act6_girl006_03	5.13517		难道说这里的人如此渴望战争，就是因为他们已经习惯了……		
		ch12.26.01.4	晴	Play_Vo_dlc5act6_girl006_04	5.351134		习惯战争带来的毁灭，也习惯了从战争中去创造吗……		
									
ch12.26.02		ch12.26.02.1	晴	Play_Vo_dlc5act6_girl006_05	4.286644		原来如此，看来整座山都被挖空了。		
		ch12.26.02.2	晴	Play_Vo_dlc5act6_girl006_06	3.42068		不知道再向上还会连接到什么地方？		
									
ch12.26.03		ch12.26.03.1	晴	Play_Vo_dlc5act6_girl006_07	4.27576		为了给同伴收集情报，就敢一个人跑到这么深的地方来。		
		ch12.26.03.2	晴	Play_Vo_dlc5act6_girl006_08	5.469728		哼，该说耶洛沙人果然都是些硬骨头么……		
									
ch12.27.01		ch12.27.01.1	凯茜娅	Play_Vo_dlc5act7_girl015_01	3.984558		哼，让我来看看你的窝里还藏着什么，塔季亚娜。		
		ch12.27.01.2	凯茜娅	Play_Vo_dlc5act7_girl015_02	5.169841		这间公馆，地堡，还有奥米茄躲着的那个航天中心……		
		ch12.27.01.3	凯茜娅	Play_Vo_dlc5act7_girl015_03	5.127324		你们巴伦支仪器的据点之间，一定有着什么紧密关系！		
									
ch12.27.02		ch12.27.02.1	凯茜娅	Play_Vo_dlc5act7_girl015_04	3.610227		粗鲁，野蛮，从来不知收敛。		
		ch12.27.02.2	凯茜娅	Play_Vo_dlc5act7_girl015_05	2.612653		把财富和心情全都挂在脸上……		
		ch12.27.02.3	凯茜娅	Play_Vo_dlc5act7_girl015_06	5.123243		满脑子奴役他人，也就活该你们要遭受苦难！		
									
ch12.27.03		ch12.27.03.1	晴	Play_Vo_dlc5act7_girl006_01	2.825034		凯茜娅·克莱因！你不要擅自单独行动！		
		ch12.27.03.2	晴	Play_Vo_dlc5act7_girl006_02	3.647007		你现在人在哪儿？！赶紧给出坐标，我去找你！		
		ch12.27.03.3	凯茜娅	Play_Vo_dlc5act7_girl015_07	2.862993		怎么？这么快就舍不得我了？		
		ch12.27.03.4	晴	Play_Vo_dlc5act7_girl006_03	5.684286		少废话！情况紧急！赫瓦雷纳集团已经准备要进攻地堡了……		
									
ch12.27.04		ch12.27.04.1	凯茜娅	Play_Vo_dlc5act7_girl015_08	2.439161		乖乖待着，分析员。		
		ch12.27.04.2	凯茜娅	Play_Vo_dlc5act7_girl015_09	6.877188		像小孩子一样粘人，可是会招人厌的。		
									
ch12.28.01		ch12.28.01.1	晴	Play_Vo_dlc5act8_girl006_01	1.448458		苔丝！你在哪儿？！		
		ch12.28.01.2	苔丝	Play_Vo_dlc5act8_girl017_01	5.458503		我……我不知道该怎么说！这地堡像个迷宫一样！		
		ch12.28.01.3	苔丝	Play_Vo_dlc5act8_girl017_02	4.572154		不过眼下我这里没有敌人……空荡荡的……		
									
									
ch12.28.03		ch12.28.02.1	苔丝	Play_Vo_dlc5act8_girl017_03	4.080295		惨了惨了……这下所有的出入口都有人了！		
		ch12.28.02.2	苔丝	Play_Vo_dlc5act8_girl017_04	2.734036		分析员你到底跑哪儿去啦！		
		ch12.28.03.1	晴	Play_Vo_dlc5act8_girl006_02	3.618617		你先找个地方躲好了，别露头！我想办法去找你！		
		ch12.28.03.2	晴	Play_Vo_dlc5act8_girl006_03	3.662245		听着，这些家伙是货真价实的好战分子。		
		ch12.28.03.3	晴	Play_Vo_dlc5act8_girl006_04	2.838639		万一遇敌了，尽快跑！千万别被缠上！		
									
ch12.28.04		ch12.28.04.1	晴	Play_Vo_dlc5act8_girl006_05	1.062041		是这里吗？！		
		ch12.28.04.2	苔丝	Play_Vo_dlc5act8_girl017_05	2.640249		应该没错！就在这附近了！		
									
ch12.29.01		ch12.29.01.1	苔丝	Play_Vo_dlc5act9_girl017_01	5.002767		呜哇——！这是……这是什么怪东西？！		
		ch12.29.01.2	晴	Play_Vo_dlc5act9_girl006_01	3.173832		这是……萨迦？！		
		ch12.29.01.3	晴	Play_Vo_dlc5act9_girl006_02	3.456054		不对，看着像是被军方自行改进了的新型号……		
		ch12.29.01.4	晴	Play_Vo_dlc5act9_girl006_03	3.611519		他们才拿到这项技术半年……就已经能投入实战了吗！		
									
ch12.29.02		ch12.29.02.1	苔丝	Play_Vo_dlc5act9_girl017_02	4.150998		晴姐！我感觉这里要塌了！		
		ch12.29.02.2	晴	Play_Vo_dlc5act9_girl006_04	2.13746		打它的弱点！瞄准那只眼睛！！		
									
									
ch12.31.01		ch12.31.01.1	伊切尔	Play_Vo_dlc6act1_girl016_01	8.454988		呜呃……		
		ch12.31.01.2	凯茜娅	Play_Vo_dlc6act1_girl015_01	3.972653		故地重游……还是会害怕吗？		
		ch12.31.01.3	伊切尔	Play_Vo_dlc6act1_girl016_02	6.080249		不！我只想拆了这地方！		
		ch12.31.01.4	凯茜娅	Play_Vo_dlc6act1_girl015_02	6.955873		呵，放心。我答应过你了，咱们都会得偿所愿的。		
									
ch12.31.02		ch12.31.02.1	凯茜娅	Play_Vo_dlc6act1_girl015_03	4.913356		好了，就在这分手吧？要听话哦。		
		ch12.31.02.2	伊切尔	Play_Vo_dlc6act1_girl016_03	2.128209		……你还会回来吗？		
		ch12.31.02.3	凯茜娅	Play_Vo_dlc6act1_girl015_04	2.446531		不会。你不用等我。		
		ch12.31.02.4	凯茜娅	Play_Vo_dlc6act1_girl015_05	3.997732		你是自由的，你不用等任何人。		
									
ch12.31.03		ch12.31.03.1	奥米茄	Play_Vo_dlc6act1_omega_01	4.471587		欢迎你前来送死，凯茜娅·克莱因。		
		ch12.31.03.2	奥米茄	Play_Vo_dlc6act1_omega_02	4.860385		一个不珍惜生命的人，不配站在我面前。		
		ch12.31.03.3	奥米茄	Play_Vo_dlc6act1_omega_03	1.170295		杀了她！		
									
ch12.31.04		ch12.31.04.1	凯茜娅	Play_Vo_dlc6act1_girl015_06	4.671338		把一个充满荣耀的地方变成肮脏堕落的魔窟……		
		ch12.31.04.2	凯茜娅	Play_Vo_dlc6act1_girl015_07	2.952517		你很擅长干这种事啊，奥米茄。		
		ch12.31.04.3	凯茜娅	Play_Vo_dlc6act1_girl015_08	3.201565		哼。就凭这些也想拦住我？！		
		ch12.31.04.4	凯茜娅	Play_Vo_dlc6act1_girl015_09	7.143197		意料之外的收获？呵，原来一切的罪魁祸首都是你！		
									
ch12.31.05		ch12.31.05.1	凯茜娅	Play_Vo_dlc6act1_girl015_10	4.287302		把脖子洗干净了乖乖等着，你个混蛋！		
		ch12.31.05.2	凯茜娅	Play_Vo_dlc6act1_girl015_11	2.186054		我有很多账要找你算呢！		
									
ch12.32.01		ch12.32.01.1	伊切尔	Play_Vo_dlc6act2_girl016_01	4.810839		呜！滚开！别靠近我！		
		ch12.32.01.2	奥米茄	Play_Vo_dlc6act2_omega_01	5.404263		把古斯塔夫的血肉带去实验室！		
		ch12.32.01.3	凯茜娅	Play_Vo_dlc6act2_girl015_01	3.304513		该死……情报到底是怎么泄露给他的……		
		ch12.32.01.4	凯茜娅	Play_Vo_dlc6act2_girl015_02	4.045261		来不及回去找那孩子了……得先想办法离开这儿！		
									
ch12.32.02		ch12.32.02.1	？？？	Play_Vo_dlc6act2_orlova_01	2.826531		逃生的路在下方，佣兵。		
		ch12.32.02.2	凯茜娅	Play_Vo_dlc6act2_girl015_03	0.993605		你是谁？！		
		ch12.32.02.3	？？？	Play_Vo_dlc6act2_orlova_02	3.492086		你应该没时间问问题，照做吧。		
		ch12.32.02.4	凯茜娅	Play_Vo_dlc6act2_girl015_04	4.069909		哼，盯着这地方的眼睛还真多啊……		
									
ch12.32.03		ch12.32.03.1	凯茜娅	Play_Vo_dlc6act2_girl015_05	2.119184		看来只能从前面跳下去了。		
		ch12.32.03.2	凯茜娅	Play_Vo_dlc6act2_girl015_06	4.685873		用泰坦物质来武装军队……亏他想得出来！		
		ch12.32.03.3	凯茜娅	Play_Vo_dlc6act2_girl015_07	2.083243		真是丧心病狂的杂碎。		
									
ch12.33.01		ch12.33.01.1	苔丝	Play_Vo_dlc6act3_girl017_01	7.678186		呜哇……连喘气都……好难受！		
		ch12.33.01.2	凯茜娅	Play_Vo_dlc6act3_girl015_01	5.959501		过量级别的泰坦污染……看来他知道我们进来了。		
		ch12.33.01.3	凯茜娅	Play_Vo_dlc6act3_girl015_02	3.533333		嘿，变魔术的小姑娘，你还撑得住吗？		
		ch12.33.01.4	苔丝	Play_Vo_dlc6act3_girl017_02	7.35186		还……还行！得尽快把伊切尔救出来，阻止这一切！		
									
ch12.33.02		ch12.33.02.1	苔丝	Play_Vo_dlc6act3_girl017_03	2.818571		哇……这些火箭……		
		ch12.33.02.2	苔丝	Play_Vo_dlc6act3_girl017_04	4.27458		以前的耶洛沙……该是个多强大的地方呀！		
		ch12.33.02.3	苔丝	Play_Vo_dlc6act3_girl017_05	2.850159		哎？我们能从这儿爬上去！		
		ch12.33.02.4	苔丝	Play_Vo_dlc6act3_girl017_06	4.123265		大魔术师可以表演一个居高临下，伏击作战！		
									
ch12.33.03		ch12.33.03.1	凯茜娅	Play_Vo_dlc6act3_girl015_03	1.592789		从这些管道里钻过去。		
		ch12.33.03.2	苔丝	Play_Vo_dlc6act3_girl017_07	4.478594		小心点！这里面太封闭了，很适合设陷阱……		
		ch12.33.03.3	凯茜娅	Play_Vo_dlc6act3_girl015_04	2.950567		再快一点！那孩子应该就在前面了！		
		ch12.33.03.4	奥米茄	Play_Vo_dlc6act3_omega_01	4.222948		拦住她们！不能让任何人靠近实验室！		
		ch12.33.03.5	伊切尔	Play_Vo_dlc6act3_girl016_01	5.245624		唔嗯……呃啊——		
		ch12.33.03.6	奥米茄	Play_Vo_dlc6act3_omega_02	5.951088		只差最后一步……任何人都不能阻止我！		
									
ch12.34.01		ch12.34.01.1	凯茜娅	Play_Vo_dlc6act4_girl015_01	3.109864		接下来你可以尽情撒野了，伊切尔。		
		ch12.34.01.2	凯茜娅	Play_Vo_dlc6act4_girl015_02	1.904308		还记得该怎么战斗吗？		
		ch12.34.01.3	伊切尔	Play_Vo_dlc6act4_girl016_01	3.390454		那个人说……只管开枪就对了！		
		ch12.34.01.4	伊切尔	Play_Vo_dlc6act4_girl016_02	4.681746		他们欺负我，我就要……欺负回去！		
									
ch12.34.02		ch12.34.02.1	伊切尔	Play_Vo_dlc6act4_girl016_03	3.776077		他们带我来过这个房间，我知道该怎么出去。		
		ch12.34.02.2	伊切尔	Play_Vo_dlc6act4_girl016_04	3.32483		要快一点……那棵树生气了，我感觉到了。		
									
ch12.34.03		ch12.34.03.1	凯茜娅	Play_Vo_dlc6act4_girl015_03	3.910839		虽然我不喜欢枪，但这东西不一样。		
		ch12.34.03.2	凯茜娅	Play_Vo_dlc6act4_girl015_04	3.079524		光是用听的……就会很过瘾！		
									
ch12.35.01		ch12.35.01.1	凯茜娅	Play_Vo_dlc6act5_girl015_01	8.113946		逃吧，奥米茄。不管你逃到哪儿，你都会死在我手里。		
		ch12.35.01.2	奥米茄	Play_Vo_dlc6act5_omega_01	2.482517		凯茜娅·克莱因！！！		
		ch12.35.01.3	奥米茄	Play_Vo_dlc6act5_omega_02	4.375125		不！我不会让你们这种蝼蚁来妨碍我！		
		ch12.35.01.4	奥米茄	Play_Vo_dlc6act5_omega_03	6.654059		你们全都会变成树的饵食，你们——阻止不了我的大业！		
									
ch12.35.02		ch12.35.02.1	伊切尔	Play_Vo_dlc6act5_girl016_01	3.368322		那个坏人就在前面，但得先从这里过去。		
		ch12.35.02.2	凯茜娅	Play_Vo_dlc6act5_girl015_02	5.323832		小心点，那个人不在，撞到脑袋他可没法哄你。		
		ch12.35.02.3	伊切尔	Play_Vo_dlc6act5_girl016_02	2.806939		我不是小孩子！		
									
ch12.35.03		ch12.35.03.1	凯茜娅	Play_Vo_dlc6act5_girl015_03	3.798163		游戏结束了奥米茄，你玩完了。		
									
ch12.36.01		ch12.36.01.1	芬妮	Play_Vo_dlc6act6_girl008_01	2.215805		身体没生锈吧？星期三？		
		ch12.36.01.2	芬妮	Play_Vo_dlc6act6_girl008_02	3.949161		等会儿打起来可别拖本小姐的后腿哦。		
		ch12.36.01.3	里芙	Play_Vo_dlc6act6_girl002_01	3.275941		那棵树在活化，它在召唤泰坦。		
		ch12.36.01.4	里芙	Play_Vo_dlc6act6_girl002_02	3.503197		得快点跟分析员汇合，把东西交给他。		
		ch12.36.01.5	安卡希雅	Play_Vo_dlc6act6_girl001_01	2.433946		你们就不能在一个频道里聊天吗。		
									
ch12.36.02		ch12.36.02.1	奥尔洛娃公爵	Play_Vo_dlc6act6_orlova_01	3.812131		带着你们的分析员回去吧，海姆达尔。		
		ch12.36.02.2	奥尔洛娃公爵	Play_Vo_dlc6act6_orlova_02	3.391927		耶洛沙的事已经不再需要外人来插手了。		
		ch12.36.02.3	奥尔洛娃公爵	Play_Vo_dlc6act6_orlova_03	4.5578		说服他，让他把伊切尔交给我。		
		ch12.36.02.4	奥尔洛娃公爵	Play_Vo_dlc6act6_orlova_04	3.473061		我不想把这里变成所有人的坟墓！		
									
ch12.36.03		ch12.36.03.1	里芙	Play_Vo_dlc6act6_girl002_03	3.65		……要来不及了！它在无差别地释放信号！		
		ch12.36.03.2	芬妮	Play_Vo_dlc6act6_girl008_03	3.600726		喂！说点儿本小姐听得懂的东西！		
		ch12.36.03.3	安卡希雅	Play_Vo_dlc6act6_girl001_02	3.515374		简而言之，这里马上就要变成泰坦的巢穴了。		
		ch12.36.03.4	里芙	Play_Vo_dlc6act6_girl002_04	3.15		保持清醒，不要被诱发神格侵蚀。		
									
ch12.37.01		ch12.37.01.1	苔丝	Play_Vo_dlc6act7_girl017_01	3.166236		刚刚真是紧张死了……		
		ch12.37.01.2	苔丝	Play_Vo_dlc6act7_girl017_02	5.092063		不过能劝服奥尔洛娃公爵站在我们这边，胜算就又大了一分！		
		ch12.37.01.3	苔丝	Play_Vo_dlc6act7_girl017_03	4.060839		伊切尔，我们一起来演个魔术，拖住这些坏家伙！		
		ch12.37.01.4	苔丝	Play_Vo_dlc6act7_girl017_04	4.556168		给分析员和那几位前辈争取足够的时间，好不好？		
		ch12.37.01.5	伊切尔	Play_Vo_dlc6act7_girl016_01	3.162449		呜嗯！要小心，不可以被它们碰到！		
		ch12.37.01.6	苔丝	Play_Vo_dlc6act7_girl017_05	2.691633		来吧！表演……开始！		
									
ch12.38.01		ch12.38.01.1	芬妮	Play_Vo_dlc6act8_girl008_01	2.721111		这里怎么弯弯绕绕的！		
		ch12.38.01.2	安卡希雅	Play_Vo_dlc6act8_girl001_01	1.3739		我讨厌迷宫。		
		ch12.38.01.3	里芙	Play_Vo_dlc6act8_girl002_01	3.419637		已经没有时间了，要尽快打开那些控制阀。		
		ch12.38.01.4	里芙	Play_Vo_dlc6act8_girl002_02	1.828912		芬妮，帮我们开路。		
		ch12.38.01.5	芬妮	Play_Vo_dlc6act8_girl008_02	4.1		本小姐正有此意，你们可别掉队了！		
									
ch12.38.02		ch12.38.02.1	芬妮	Play_Vo_dlc6act8_girl008_03	6.870749		搞定一个！剩下的在哪儿？		
		ch12.38.02.2	安卡希雅	Play_Vo_dlc6act8_girl001_02	2.968708		设计这个结构的人应该是个路痴。		
		ch12.38.02.3	芬妮	Play_Vo_dlc6act8_girl008_04	2.195828		什么意思啊……		
		ch12.38.02.4	安卡希雅	Play_Vo_dlc6act8_girl001_03	3.407642		他觉得用这种办法就能分享找路的痛苦。		
									
ch12.38.03		ch12.38.03.1	芬妮	Play_Vo_dlc6act8_girl008_05	6.111565		噫呀——刚刚那是怎么回事？！		
		ch12.38.03.2	里芙	Play_Vo_dlc6act8_girl002_03	1.026916		泰坦！		
		ch12.38.03.3	芬妮	Play_Vo_dlc6act8_girl008_06	0.6		哈？		
		ch12.38.03.4	苔丝	Play_Vo_dlc6act8_girl017_01	2.66619		危险！不要打开那个阀门！		
									
ch12.38.04		ch12.38.04.1	里芙	Play_Vo_dlc6act8_girl002_04	4.15		这种程度的波动，尤弥尔吗？		
		ch12.38.04.2	里芙	Play_Vo_dlc6act8_girl002_05	4.01229		不对……是某种更畸形的东西！		
		ch12.38.04.3	芬妮	Play_Vo_dlc6act8_girl008_07	7.649252		别嘀咕了！本小姐快……控制不住了！		
									
ch12.39.01		ch12.39.01.1	苔丝	Play_Vo_dlc6act9_girl017_01	7.817279		这就是……泰坦吗？！奥尔洛娃公爵她……		
		ch12.39.01.2	伊切尔	Play_Vo_dlc6act9_girl016_01	3.395261		她的身体……现在和我一样。		
		ch12.39.01.3	苔丝	Play_Vo_dlc6act9_girl017_02	4.226326		哎？什……什么一样？		
