类型（1角色卡 2武器 3后勤 4怪物 5时装 6剧情 7探索 8配件 9BGM 10CG 11教程界面)	Id(计算task，不能重复)	//注释	国服解锁时间	海外解锁时间	解锁条件（道具GDPL/怪物模板ID）	图素（resource）	图标	和谐图paintingID 目前支持的有角色和时装	扩展参数1	扩展参数2	扩展参数3	扩展参数4	扩展参数5	扩展参数6	扩展参数7	扩展参数8	和谐标签
10	10706	猫汐尔·莲驱	{202601011000}	{202601011000}	{{2,41771}}				riki.CG_characterPlot	3501364			riki.CG_DLC34_name10			35	
10	10191	安卡希雅·时之重奏			{{2,41779}}				riki.CG_characterPlot	3501390			riki.CG_DLC35_name16			36	
10	10192	茉莉安·宵鹰	[202602121000]	[202602121000]	{{2,41774}}				riki.CG_characterPlot	3501391			riki.CG_DLC35_name17			37	
10	10210	胧嫣			{{2,41785}}				riki.CG_characterPlot	1501382			riki.CG_DLC36_name11			348	
10	10048	好感度·安卡希雅			{{22,1,5}}				riki.CG_character	3501072		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name48			38	
10	10049	好感度·里芙	{209910090800}	{209910090800}	{{22,2,5}}				riki.CG_character	3501073		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name49			39	
10	10050	好感度·芙提雅			{{22,4,5}}				riki.CG_character	3501074		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name50			40	
10	10051	好感度·茉莉安			{{22,5,5}}				riki.CG_character	3501075		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name51			41	
10	10052	好感度·晴			{{22,6,5}}				riki.CG_character	3501076		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name52			42	
10	10053	好感度·琴诺			{{22,7,5}}				riki.CG_character	3501077		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name53			43	
10	10054	好感度·芬妮	{209910090800}	{209910090800}	{{22,8,5}}				riki.CG_character	3501078		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name54			44	
10	10055	好感度·肴			{{22,10,5}}				riki.CG_character	3501079		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name55			45	
10	10056	好感度·恩雅			{{22,11,5}}				riki.CG_character	3501080		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name56			46	
10	10057	好感度·猫汐尔			{{22,12,5}}				riki.CG_character	3501081		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name57			47	
10	10058	好感度·瑟瑞斯			{{22,13,5}}				riki.CG_character	3501082		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name58			48	
10	10059	好感度·辰星	{209910090800}	{209910090800}	{{22,14,5}}				riki.CG_character	3501083		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name59			49	
10	10060	好感度·苔丝			{{22,17,5}}				riki.CG_character	3501084		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name60			50	
10	10061	好感度·凯茜娅			{{22,15,5}}				riki.CG_character	3501085		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name61			51	
10	10062	好感度·妮塔			{{22,3,5}}				riki.CG_character	3501086		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name62			52	
10	10063	好感度·伊切尔			{{22,16,5}}				riki.CG_character	3501087		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name63			53	
10	10110	好感度·薇蒂雅			{{22,18,5}}				riki.CG_character	3501113			riki.CG_DLC10_name7			54	
10	10147	好感度·卜卜			{{22,20,5}}				riki.CG_character	3501233			riki.CG_DLC27_name31			55	
10	10153	好感度·奈莉德			{{22,21,5}}				riki.CG_character	3501240			riki.CG_DLC28_name6			56	
10	10364	好感度·克罗瑞娜			{{22,22,5}}				riki.CG_character	3501350			riki.CG_DLC33_name18			57	
10	10365	好感度·米娅			{{22,23,5}}				riki.CG_character	3501372			riki.CG_DLC34_name12			58	
10	10773	休憩时刻			{{2,10121}}				riki.CG_DLC32_1	3501276	/Game/Plot/CgPlot/Dlc20_plots/PoltAsset/Scene/PlotCG_0155.PlotCG_0155		riki.CG_DLC32_name14			59	1
10	10774	于风雪中			{{2,10123}}				riki.CG_DLC32_1	3501277	/Game/Plot/CgPlot/Dlc20_plots/PoltAsset/Scene/PlotCG_0156.PlotCG_0156		riki.CG_DLC32_name15			60	1
10	10775	追猎			{{2,10122}}				riki.CG_DLC32_1	3501291			riki.CG_DLC32_name16			61	
10	10776	未来之间			{{2,10124}}				riki.CG_DLC32_1	3501292			riki.CG_DLC32_name17			62	
10	10777	回眸			{{2,10121}}				riki.CG_DLC32_1	3501293			riki.CG_DLC32_name18			63	
10	10778	决心			{{2,10122}}				riki.CG_DLC32_1	3501294			riki.CG_DLC32_name19			64	
10	10779	无声号角			{{2,10123}}				riki.CG_DLC32_1	3501295			riki.CG_DLC32_name20			65	
10	10001	沉睡的少女							riki.CG_DLC0	3501000	/Game/Plot/CgPlot/Chapter1_Plots/PoltAsset/Scene/PlotCG_002.PlotCG_002	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name1			66	1
10	10002	瓦尔基里游戏							riki.CG_DLC0	3501001	/Game/Plot/CgPlot/Chapter1_Plots/PoltAsset/Scene/PlotCG_003.PlotCG_003	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name2			67	1
10	10003	零区							riki.CG_DLC0	3501002	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_004.PlotCG_004	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name3	1		68	1
10	10004	灾前城区							riki.CG_DLC0	3501003	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_005.PlotCG_005	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name4	1		69	1
10	10005	泰坦降临							riki.CG_DLC0	3501004	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_006.PlotCG_006	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name5			70	1
10	10113	屹立的尤弥尔							riki.CG_DLC0	3501005	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_007.PlotCG_007	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name6			71	1
10	10114	世界树公司							riki.CG_DLC0	3501006	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_008.PlotCG_008	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name7	1		72	1
10	10008	治疗室							riki.CG_DLC0	3501007	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_009.PlotCG_009	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name8			73	1
10	10009	海姆达尔部队							riki.CG_DLC0	3501008	/Game/Plot/CgPlot/Chapter0_Plots/PoltAsset/Scene/PlotCG_010.PlotCG_010	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name9			74	1
10	10010	沉默的风暴							riki.CG_DLC0	3501009	/Game/Plot/CgPlot/Chapter3_Plots/PoltAsset/Scene/PlotCG_011.PlotCG_011	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name10	1		75	1
10	10011	大地的伤痕							riki.CG_DLC0	3501010	/Game/Plot/CgPlot/Chapter4_Plots/PoltAsset/Scene/PlotCG_012.PlotCG_012	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name11			76	1
10	10012	归于黑暗							riki.CG_DLC0	3501011	/Game/Plot/CgPlot/Chapter5_Plots/PoltAsset/Scene/PlotCG_013.PlotCG_013	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name12	1		77	1
10	10013	她的邀请							riki.CG_DLC0	3501012	/Game/Plot/CgPlot/Chapter6_Plots/PoltAsset/Scene/PlotCG_014.PlotCG_014	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name13	1		78	1
10	10014	失真的回忆							riki.CG_DLC0	3501013	/Game/Plot/CgPlot/Chapter3_Plots/PoltAsset/Scene/PlotCG_015.PlotCG_015	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name14			79	1
10	10016	主神的怒火							riki.CG_DLC0	3501015	/Game/Plot/CgPlot/Chapter2_Plots/PoltAsset/Scene/PlotCG_017.PlotCG_017	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name16			80	1
10	10017	降临团据点							riki.CG_DLC0	3501016	/Game/Plot/CgPlot/Chapter2_Plots/PoltAsset/Scene/PlotCG_018.PlotCG_018	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name17			81	1
10	10018	跑吧，妮塔							riki.CG_DLC0	3501017	/Game/Plot/CgPlot/Chapter2_Plots/PoltAsset/Scene/PlotCG_019.PlotCG_019	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name18			82	1
10	10116	微笑的茉莉安							riki.CG_DLC0	3501019	/Game/Plot/CgPlot/Chapter4_Plots/PoltAsset/Scene/PlotCG_022.PlotCG_022	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name20			83	1
10	10021	莫尔索的审判							riki.CG_DLC0	3501020	/Game/Plot/CgPlot/Chapter5_Plots/PoltAsset/Scene/PlotCG_023.PlotCG_023	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name21			84	1
10	10022	赫尔斯边界							riki.CG_DLC0	3501021	/Game/Plot/CgPlot/Chapter6_Plots/PoltAsset/Scene/PlotCG_024.PlotCG_024	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name22			85	1
10	10023	我，人类							riki.CG_DLC0	3501022	/Game/Plot/CgPlot/Chapter8_Plots/PoltAsset/Scene/PlotCG_025.PlotCG_025	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name23			86	1
10	10024	战神之名							riki.CG_DLC0	3501023	/Game/Plot/CgPlot/Chapter8_Plots/PoltAsset/Scene/PlotCG_026.PlotCG_026	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name24			87	1
10	10025	尤克特拉希尔							riki.CG_DLC0	3501024	/Game/Plot/CgPlot/Chapter9_Plots/PoltAsset/Scene/PlotCG_027.PlotCG_027	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name25			88	1
10	10026	奥丁王冠							riki.CG_DLC0	3501025	/Game/Plot/CgPlot/Chapter10_Plots/PoltAsset/Scene/PlotCG_028_1.PlotCG_028_1	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name26			89	1
10	10027	尤弥尔							riki.CG_DLC0	3501026	/Game/Plot/CgPlot/Chapter1_Plots/PoltAsset/Scene/PlotCG_029.PlotCG_029	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name27			90	1
10	10028	久别重逢							riki.CG_DLC0	3501027	/Game/Plot/CgPlot/Chapter10_Plots/PoltAsset/Scene/PlotCG_030.PlotCG_030	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name28			91	1
10	10031	分析员的怀抱							riki.CG_DLC0	3501038	/Game/Plot/CgPlot/Chapter1_Plots/PoltAsset/Scene/PlotCG_050.PlotCG_050	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name31			92	1
10	10064	逆行							riki.CG_DLC1	3501436		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC1_name1			93	1
10	10065	无法触及							riki.CG_DLC2	3501030	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_035.PlotCG_035	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name1	1		94	1
10	10066	自以为的牢笼							riki.CG_DLC2	3501031	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_036.PlotCG_036	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name2			95	1
10	10067	重生							riki.CG_DLC2	3501033	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_037.PlotCG_037	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name3			96	1
10	10068	董事会							riki.CG_DLC2	3501034	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_046.PlotCG_046	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name4	1		97	1
10	10069	边际之外							riki.CG_DLC2	3501039	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_051.PlotCG_051	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name5	1		98	1
10	10070	瓦尔哈拉							riki.CG_DLC2	3501040	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_052.PlotCG_052	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name6	1		99	1
10	10071	芬布尔之冬							riki.CG_DLC2	3501041	/Game/Plot/CgPlot/Dlc2_Plots/PoltAsset/Scene/PlotCG_053.PlotCG_053	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name7	1		100	1
10	10072	埃达苏醒							riki.CG_DLC2	3501032	/Game/Plot/CgPlot/Chapter11_Plots/PoltAsset/Scene/PlotCG_36_2.PlotCG_36_2	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC2_name8			101	1
10	10073	西瓜大战							riki.CG_DLC3	3501048	/Game/Plot/CgPlot/Dlc3_Plots/PoltAsset/Scene/PlotCG_412.PlotCG_412	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name1			102	1
10	10074	恩雅组获胜							riki.CG_DLC3	3501049	/Game/Plot/CgPlot/Dlc3_Plots/PoltAsset/Scene/PlotCG_413.PlotCG_413	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name2			103	1
10	10075	完美假日							riki.CG_DLC3	3501050	/Game/Plot/CgPlot/Dlc3_Plots/PoltAsset/Scene/PlotCG_414.PlotCG_414	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name3			104	1
10	10076	辰星的羞意							riki.CG_DLC3	3501051	/Game/Plot/CgPlot/Dlc3_Plots/PoltAsset/Scene/PlotCG_415.PlotCG_415	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name4			105	1
10	10077	月下猫猫							riki.CG_DLC3	3501052	/Game/Plot/CgPlot/Dlc3_Plots/PoltAsset/Scene/PlotCG_416.PlotCG_416	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name5			106	1
10	10173	海边的猫猫							riki.CG_DLC3	3501431		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name6			107	1
10	10174	悠哉悠哉							riki.CG_DLC3	3501432		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name7	1		108	1
10	10175	冰激凌车							riki.CG_DLC3	3501282	/Game/Plot/CgPlot/Dlc3_Plots/PoltAsset/Scene/PlotCG_411.PlotCG_411	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC3_name8			109	1
10	10042	少女的眼泪							riki.CG_DLC4	3501066		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name42	1		110	
10	10041	雨夜							riki.CG_DLC4	3501065		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name41	1		111	
10	10078	列车行驶&遇袭							riki.CG_DLC4	3501096			riki.CG_DLC4_name1	1		112	
10	10079	死亡魔术							riki.CG_DLC4	3501448		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC4_name2	1		113	1
10	10080	伪装魔术							riki.CG_DLC4	3501458		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC4_name3	1		114	1
10	10082	假面舞会							riki.CG_DLC5	3501097			riki.CG_DLC5_name2	1		115	
10	10083	审讯女间谍							riki.CG_DLC5	3501498		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC5_name3	1		116	1
10	10084	重伤的凯茜娅							riki.CG_DLC5	3501499			riki.CG_DLC5_name4			117	
10	10044	梦魇							riki.CG_DLC6	3501068		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC0_name44	1		118	
10	10085	奥米茄的陨落							riki.CG_DLC6	1501096			riki.CG_DLC6_name1	1		119	
10	10086	奥尔洛娃							riki.CG_DLC6	3501088	/Game/Plot/CgPlot/Chapter13_Plots/PoltAsset/Scene/PlotCG_062.PlotCG_062	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC6_name2	1		120	1
10	10087	拯救伊切尔							riki.CG_DLC6	3501460		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC6_name3			121	1
10	10088	头号玩家							riki.CG_DLC7	3501090			riki.CG_DLC7_name1			122	
10	10089	对话的两人							riki.CG_DLC7	3501099			riki.CG_DLC7_name2	1		123	
10	10090	莫尔索的道别							riki.CG_DLC7	3501430		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC7_name3			124	1
10	10091	恩雅的救赎							riki.CG_DLC7	3501055	/Game/Plot/CgPlot/Dlc7_Plots/Scene/PlotCG_419.PlotCG_419	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC7_name4			125	1
10	10092	镜							riki.CG_DLC8	3501447		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC8_name1			126	1
10	10093	小世界							riki.CG_DLC8	3501101	/Game/Plot/CgPlot/Chapter14_Plots/PoltAsset/Scene/PlotCG_066.PlotCG_066	{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC8_name2	1		127	1
10	10094	尘封记忆							riki.CG_DLC8	1501112			riki.CG_DLC8_name3	1		128	
10	10095	里芙-无限之视登场			{{2,11314}}				riki.CG_DLC9	3501427		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC9_name1			129	1
10	10096	芬妮-辉耀登场			{{2,11314}}				riki.CG_DLC9	3501428		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC9_name2			130	1
10	10097	并肩而战			{{2,11317}}				riki.CG_DLC9	3501429		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC9_name3			131	1
10	10098	罗赞及其同党			{{2,11320}}				riki.CG_DLC9	3501091			riki.CG_DLC9_name4	1		132	
10	10099	重返新恒提罗			{{2,11317}}				riki.CG_DLC9	1501118			riki.CG_DLC9_name5			133	
10	10100	分析员与罗赞			{{2,11316}}				riki.CG_DLC9	3501093			riki.CG_DLC9_name6	1		134	
10	10101	忠诚的记录者			{{2,11321}}				riki.CG_DLC9	1501120			riki.CG_DLC9_name7			135	
10	10104	夜魇骑士			{{2,11332}}				riki.CG_DLC10	3501434		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC10_name1			136	1
10	10105	宿命对决			{{2,11337}}				riki.CG_DLC10	3501109			riki.CG_DLC10_name2			137	
10	10106	拆弹专家			{{2,11334}}				riki.CG_DLC10	3501110			riki.CG_DLC10_name3	1		138	
10	10107	她的英雄			{{2,11338}}				riki.CG_DLC10	3501435		{0.3,{0,0},{0,0},{1,1}}	riki.CG_DLC10_name4			139	1
10	10108	奔跑吧龙舌兰			{{2,11337}}				riki.CG_DLC10	3501112			riki.CG_DLC10_name5			140	
10	11101	两人的静谧							riki.CG_DLC11	3501425			riki.CG_DLC11_name1			141	1
10	11102	惩罚游戏							riki.CG_DLC11	3501426			riki.CG_DLC11_name2			142	1
10	11103	年少的落选者							riki.CG_DLC11	3501116			riki.CG_DLC11_name3	1		143	
10	11104	清晨的水花							riki.CG_DLC11	3501117			riki.CG_DLC11_name4	1		144	
10	11105	触不可及							riki.CG_DLC11	3501118			riki.CG_DLC11_name5			145	
10	11106	Q版泳装少女							riki.CG_DLC11	3501119			riki.CG_DLC11_name6			146	
10	11107	Q版凯茜娅公主抱分析员							riki.CG_DLC11	3501120			riki.CG_DLC11_name7			147	
10	11108	Q版安卡希雅分析员驾驶							riki.CG_DLC11	3501121			riki.CG_DLC11_name8			148	
10	11111	蓝眼泪的告白							riki.CG_DLC11	3501424			riki.CG_DLC11_name11			149	1
10	12101	俯瞰			{{2,51452}}				riki.CG_DLC12	3501422			riki.CG_DLC12_name1			150	1
10	12102	绿洲小憩			{{2,51454}}				riki.CG_DLC12	3501421			riki.CG_DLC12_name2			151	1
10	12104	花开花谢			{{2,51457}}				riki.CG_DLC12	3501133			riki.CG_DLC12_name4			152	
10	12106	逆光微笑			{{2,51401}}				riki.CG_DLC12	3501135			riki.CG_DLC12_name6			153	
10	24101	手铐两端			{{2,51462}}				riki.CG_DLC24	3501160			riki.CG_DLC24_name1			154	
10	24102	直抵暗河			{{2,51464}}				riki.CG_DLC24	3501161			riki.CG_DLC24_name2			155	
10	24103	跃动星空			{{2,51465}}				riki.CG_DLC24	3501162			riki.CG_DLC24_name3			156	
10	25101	好春光			{{2,51471}}				riki.CG_DLC25	3501446			riki.CG_DLC25_name1			157	1
10	25102	双喜临门			{{2,51478}}				riki.CG_DLC25	3501166	/Game/Plot/CgPlot/Dlc14_Plots/PoltAsset/Scene/PlotCG_095.PlotCG_095		riki.CG_DLC25_name2			158	1
10	25103	零距离			{{2,51472}}				riki.CG_DLC25	1501181			riki.CG_DLC25_name3			159	
10	25104	找到你			{{2,51477}}				riki.CG_DLC25	3501169			riki.CG_DLC25_name4	1		160	
10	25105	情丝系			{{2,51473}}				riki.CG_DLC25	3501170			riki.CG_DLC25_name5			161	
10	25106	伪信者			{{2,51473}}				riki.CG_DLC25	3501172			riki.CG_DLC25_name6	1		162	
10	25107	愿长久			{{2,51478}}				riki.CG_DLC25	1501180			riki.CG_DLC25_name7			163	
10	26101	共眠							riki.CG_DLC26	3501445			riki.CG_DLC26_name1			164	1
10	26102	温馨一刻							riki.CG_DLC26	3501457			riki.CG_DLC26_name2			165	1
10	26103	荒城花海							riki.CG_DLC26	3501178			riki.CG_DLC26_name3			166	
10	10117	链接			{{2,51561}}				riki.CG_DLC27	3501191			riki.CG_DLC27_name1			167	
10	10118	晨曦			{{2,51501}}				riki.CG_DLC27	3501193			riki.CG_DLC27_name2			168	
10	10119	确认			{{2,51501}}				riki.CG_DLC27	3501194			riki.CG_DLC27_name3			169	
10	10120	泪眼			{{2,51501}}				riki.CG_DLC27	3501190	/Game/Plot/CgPlot/Dlc16_plots/Scene/PlotCG_0107_riki.PlotCG_0107_riki		riki.CG_DLC27_name4			170	1
10	10121	曙光告白			{{2,51501}}				riki.CG_DLC27	3501443			riki.CG_DLC27_name5			171	1
10	10122	交谈			{{2,51557}}				riki.CG_DLC27	3501195			riki.CG_DLC27_name6			172	
10	10123	悸响			{{2,51559}}				riki.CG_DLC27	3501196			riki.CG_DLC27_name7			173	
10	10124	虚脱			{{2,51501}}				riki.CG_DLC27	3501444			riki.CG_DLC27_name8			174	1
10	10125	晚饭时间			{{2,51553}}				riki.CG_DLC27	1501242			riki.CG_DLC27_name9			175	
10	10126	下次再见			{{2,51501}}				riki.CG_DLC27	1501244			riki.CG_DLC27_name10			176	
10	10127	战场			{{2,51551}}				riki.CG_DLC27	3501210			riki.CG_DLC27_name11			177	
10	10128	初遇			{{2,51552}}	3501212,3501213,3501214			riki.CG_DLC27	3501212			riki.CG_DLC27_name12			178	
10	10129	黄金喜悦			{{25,231}}				riki.CG_DLC27_1	3501204			riki.CG_DLC27_name13			179	
10	10130	同床密语			{{25,411}}				riki.CG_DLC27_1	3501205			riki.CG_DLC27_name14			180	
10	10131	旅行出发			{{25,141}}				riki.CG_DLC27_1	3501206			riki.CG_DLC27_name15			181	
10	10132	全新换装			{{25,411}}				riki.CG_DLC27_1	3501207			riki.CG_DLC27_name16			182	
10	10133	轻松疗愈			{{25,115}}				riki.CG_DLC27_1	3501209			riki.CG_DLC27_name17			183	
10	10134	一夜暴富			{{25,132}}				riki.CG_DLC27_1	3501218			riki.CG_DLC27_name18			184	
10	10135	邮信寄情			{{25,331}}				riki.CG_DLC27_1	3501219			riki.CG_DLC27_name19			185	
10	10136	葫芦传说			{{25,217}}				riki.CG_DLC27_1	3501220			riki.CG_DLC27_name20			186	
10	10137	恒沙行动			{{25,229}}				riki.CG_DLC27_1	3501221			riki.CG_DLC27_name21			187	
10	10138	心动杂志			{{25,301}}				riki.CG_DLC27_1	3501222			riki.CG_DLC27_name22			188	
10	10139	镜中未来			{{25,219}}				riki.CG_DLC27_1	3501223			riki.CG_DLC27_name23			189	
10	10140	好运暗示			{{25,122}}				riki.CG_DLC27_1	3501225			riki.CG_DLC27_name24			190	
10	10141	严苛小吉			{{25,231}}				riki.CG_DLC27_1	3501226			riki.CG_DLC27_name25			191	
10	10142	研发会议			{{25,2}}				riki.CG_DLC27_1	3501227			riki.CG_DLC27_name26			192	
10	10143	打工女皇			{{25,226}}				riki.CG_DLC27_1	3501228			riki.CG_DLC27_name27			193	
10	10144	纪念挂画			{{25,411}}				riki.CG_DLC27_1	3501216			riki.CG_DLC27_name28			194	
10	10148	推理演绎			{{2,11515}}				riki.CG_DLC28	3501234	/Game/Plot/CgPlot/Dlc17_plots/PoltAsset/Scene/PlotCG_0133.PlotCG_0133		riki.CG_DLC28_name1			195	1
10	10149	异议			{{2,11511}}				riki.CG_DLC28	3501420			riki.CG_DLC28_name2			196	1
10	10150	平地摔			{{2,11515}}				riki.CG_DLC28	1501257			riki.CG_DLC28_name3			197	
10	10151	人间之神			{{2,11518}}				riki.CG_DLC28	1501259			riki.CG_DLC28_name4			198	
10	10154	接住苔丝			{{2,51588}}				riki.CG_DLC30	3501442			riki.CG_DLC30_name1			199	1
10	10155	凯茜娅的突袭			{{2,51583}}				riki.CG_DLC30	3501419			riki.CG_DLC30_name2			200	1
10	10156	力量释放			{{2,51586}}				riki.CG_DLC30	3501418			riki.CG_DLC30_name3			201	1
10	10157	最佳时机			{{2,51588}}				riki.CG_DLC30	3501248			riki.CG_DLC30_name4			202	
10	10158	游戏结束			{{2,51588}}				riki.CG_DLC30	3501250			riki.CG_DLC30_name5	1		203	
10	10159	恒约的预演			{{2,51582}}				riki.CG_DLC30	3501252			riki.CG_DLC30_name6			204	
10	10160	埃达的棋局			{{2,51584}}				riki.CG_DLC30	3501253			riki.CG_DLC30_name7	1		205	
10	10161	庆典伊始			{{2,51582}}				riki.CG_DLC30	3501254			riki.CG_DLC30_name8			206	
10	10162	旧照片			{{2,51590}}				riki.CG_DLC30	3501256			riki.CG_DLC30_name9	1		207	
10	10165	命运之夜			{{2,51548}}				riki.CG_DLC31	3501416			riki.CG_DLC31_name1			208	1
10	10166	祈祷			{{2,51545}}				riki.CG_DLC31	3501417			riki.CG_DLC31_name2			209	1
10	10167	落英			{{2,51548}}				riki.CG_DLC31	1501279			riki.CG_DLC31_name3			210	
10	10168	日记簿合照页			{{2,51547}}				riki.CG_DLC31	3501265			riki.CG_DLC31_name4			211	
10	10169	宴前初见			{{2,51541}}				riki.CG_DLC31	3501267			riki.CG_DLC31_name5	1		212	
10	10170	坠落			{{2,51544}}				riki.CG_DLC31	1501280			riki.CG_DLC31_name6			213	
10	10171	露台琴声			{{2,51542}}				riki.CG_DLC31	1501281			riki.CG_DLC31_name7			214	
10	10760	璀璨之忆			{{2,11619}}				riki.CG_DLC32	3501507			riki.CG_DLC32_name1			215	1
10	10761	夏意入侵			{{2,11620}}				riki.CG_DLC32	3501506			riki.CG_DLC32_name2			216	1
10	10762	身型测量			{{2,11610}}				riki.CG_DLC32	3501296			riki.CG_DLC32_name3			217	
10	10763	朝夕共度			{{2,11616}}				riki.CG_DLC32	3501297			riki.CG_DLC32_name4			218	
10	10764	潮汐之上			{{2,11619}}				riki.CG_DLC32	3501298			riki.CG_DLC32_name5			219	
10	10765	初遇时刻			{{2,11617}}				riki.CG_DLC32	3501299			riki.CG_DLC32_name6			220	
10	10766	记忆复苏			{{2,11611}}				riki.CG_DLC32	3501300			riki.CG_DLC32_name7			221	
