 	角色ID	Wwise事件	描述	气泡文本key	多个Wwise事件时随机概率	是否播放状态:0-自己播,队友不播;1-自己播,队友也播
hurt002	1210	Play_Vo_girl010_hurt002_019			1	0
hurt003	1210	Play_Vo_girl010_hurt003_020			1	0
hurt004	1210	Play_Vo_girl010_hurt004_021			1	0
exchange	1210	Play_Vo_girl010_exchange001_003		speak.1210_exchange	1	0
exchange	1210	Play_Vo_girl010_exchange002_004		speak.1210_exchange	1	0
reload	1210	Play_Vo_girl010_action001_022		speak.1010_reload	1	0
overload	1210	Play_Vo_girl010_action002_023			1	0
touch	1210	Play_Vo_girl010_action003_024		speak.1010_touch	1	0
taskfinish	1210	Play_Vo_girl010_action004_025		speak.1010_taskfinish	1	0
taskfinish	1210	Play_Vo_girl010_action005_025		speak.1010_taskfinish	1	0
getHPpack	1210	Play_Vo_girl010_item001_014			1	0
getCDpack	1210	Play_Vo_girl010_item002_015			1	0
getCoin	1210	Play_Vo_girl010_item003_016			1	0
wavelittle	1210	Play_Vo_girl010_engage001_005		speak.1010_wavelittle	1	0
wavemany	1210	Play_Vo_girl010_engage002_006		speak.1010_wavemany	1	0
NoMoney	1210	Play_Vo_girl010_purchase001_038			1	0
EntryShop	1210	Play_Vo_girl010_purchase002_039			1	0
PaySuccess	1210	Play_Vo_girl010_purchase004_041			1	0
main099	1210	Play_Vo_girl010_main001_032		speak.1210_main099	1	0
lose	1210	Play_Vo_girl010_lose001_028		speak.1210_lose	1	0
repel	1210	Play_Mo_girl010_ouch01_056			1	0
repel	1210	Play_Mo_girl010_endure01_062			1	0
float	1210	Play_Mo_girl010_endure01_062			1	0
						
恩雅_澜风DLC2.6						
enterlevel	1211	Play_Vo_girl011b_enterlevel001_001	我会守护好你，也会保护好自己。	speak.1211_enterlevel	1	0
enterlevel	1211	Play_Vo_girl011b_enterlevel002_002	只要你在我身边，我就不会忘记什么才是真实。	speak.1211_enterlevel	1	0
win	1211	Play_Vo_girl011b_win001_026	别担心，我不会被这些意识动摇。	speak.1211_win	1	0
win	1211	Play_Vo_girl011b_win002_027	结束了，我们一起平安离开这里。	speak.1211_win	1	0
skill01a_11	1211	Play_Vo_girl011b_skill1001_010	休想阻挡我们。	speak.1211_skill01a_11	1	0
skill01a_11	1211	Play_Vo_girl011b_skill1002_010	要起风了哦。	speak.1211_skill01a_12	1	0
skill01a_11	1211	Play_Vo_girl011b_skill1003_010	站好，别动。	speak.1211_skill01a_13	1	0
skill01a_13	1211	Play_Vo_girl011b_skill1004_010	乖乖挣扎吧！	speak.1211_skill01a_14	1	0
skill04	1211	Play_Vo_girl011b_skill4001_012	换个视角吧。	speak.1211_skill01a_15	1	0
skill01a_13	1211	Play_Vo_girl011b_skill3002_013	时间差不多了哦。	speak.1211_skill03a_2	1	0
skill03	1211	Play_Vo_girl011b_skill3001_013	去那个世界慢慢忏悔吧。	speak.1211_skill03	1	0
main001	1211	Play_Vo_girl011b_main001_032	分析员，已经来了吗……啊！抱歉，我来晚了。	speak.1211_main001	1	0
main002	1211	Play_Vo_girl011b_main002_033	再甜美的梦境，也终有结束消散的时刻。有你在的现实，才是我的归宿。	speak.1211_main002	1	0
main003	1211	Play_Vo_girl011b_main003_034	我不会再勉强自己，但……分析员也不可以做让我担心的事。可以和我做这样的约定吗？	speak.1211_main003	1	0
main101	1211	Play_Vo_girl011b_main101	悲伤、痛苦，绝望和憎恨……只要有你在，我就不会被噩梦所困。	speak.1211_main101	1	0
main201	1211	Play_Vo_girl011b_main201	想要撒娇的话，随时都可以哦，我会保密的，呵呵~	speak.1211_main201	1	0
gacha	1211	Play_Vo_girl011b_gacha_042	这些声音……听起来好悲伤……（惊讶）是分析员来接我了！（喜悦）	speak.1211_gacha	1	0
lose	1211	Play_Vo_girl011_lose001_028		speak.1011_lose	1	0
giveup	1211	Play_Vo_girl011_giveup001_029			1	0
openbox	1211	Play_Vo_girl011_item004_017			1	0
killmonster001	1211	Play_Vo_girl011_eliminate001_007		speak.1011_killmonster001	1	0
killmonster002	1211	Play_Vo_girl011_eliminate002_008		speak.1011_killmonster002	1	0
killmonster003	1211	Play_Vo_girl011_eliminate003_009		speak.1011_killmonster003	1	0
hurt001	1211	Play_Vo_girl011_hurt001_018			1	0
hurt002	1211	Play_Vo_girl011_hurt002_019			1	0
hurt003	1211	Play_Vo_girl011_hurt003_020			1	0
hurt004	1211	Play_Vo_girl011_hurt004_021			1	0
exchange	1211	Play_Vo_girl011_exchange001_003		speak.1011_exchange	1	0
exchange	1211	Play_Vo_girl011_exchange002_004		speak.1011_exchange	1	0
reload	1211	Play_Vo_girl011_action001_022		speak.1011_reload	1	0
overload	1211	Play_Vo_girl011_action002_023			1	0
touch	1211	Play_Vo_girl011_action003_024		speak.1011_touch	1	0
taskfinish	1211	Play_Vo_girl011_action004_025		speak.1011_taskfinish	1	0
taskfinish	1211	Play_Vo_girl011_action005_025		speak.1011_taskfinish	1	0
getHPpack	1211	Play_Vo_girl011_item001_014			1	0
getCDpack	1211	Play_Vo_girl011_item002_015			1	0
getCoin	1211	Play_Vo_girl011_item003_016			1	0
wavelittle	1211	Play_Vo_girl011_engage001_005		speak.1011_wavelittle	1	0
wavemany	1211	Play_Vo_girl011_engage002_006		speak.1011_wavemany	1	0
NoMoney	1211	Play_Vo_girl011_purchase001_038_1			1	0
EntryShop	1211	Play_Vo_girl011_purchase002_039			1	0
PaySuccess	1211	Play_Vo_girl011_purchase004_041			1	0
main099	1211	Play_Vo_girl011_main001_032		speak.1011_main099	1	0
lose	1211	Play_Vo_girl011_lose001_028		speak.1011_lose	1	0
repel	1211	Play_Mo_girl011_ouch01_056			1	0
repel	1211	Play_Mo_girl011_endure01_062			1	0
float	1211	Play_Mo_girl011_endure01_062			1	0
						
辰星_琼弦						
enterlevel	1214	Play_Vo_girl014b_enterlevel001_001	开弓没有回头箭，分析员，我准备好了。	speak.1214_enterlevel	1	0
enterlevel	1214	Play_Vo_girl014b_enterlevel002_002	箭矢已备，随时待发。	speak.1214_enterlevel	1	0
win	1214	Play_Vo_girl014b_win001_026	奖励？那……你可以再靠近我一些么。	speak.1214_win	1	0
win	1214	Play_Vo_girl014b_win002_027	天命？不，你才是我命运的唯一道标。	speak.1214_win	1	0
skill01	1214	Play_Vo_girl014b_skill1001_010	箭无虚发！	speak.1214_skill01	1	0
skill01	1214	Play_Vo_girl014b_skill2001_011	连珠箭雨！	speak.1214_skill01	1	0
skill04	1214	Play_Vo_girl014b_skill4001_012	休想逃出我的箭阵！	speak.1214_skill04	1	0
skill03	1214	Play_Vo_girl014b_skill3001_013	到此为止？不，还远未结束！	speak.1214_skill03	1	0
main001	1214	Play_Vo_girl014b_main001_032	每天都会对分析员有新的了解，我……很高兴自己能全部记得。	speak.1214_main001	1	0
main002	1214	Play_Vo_girl014b_main002_033	这是我过去修习时曾用过的弓，想不到现在仍能使用。	speak.1214_main002	1	0
main003	1214	Play_Vo_girl014b_main003_034	风水堪舆，推衍观测……我会用尽手段为你清除眼前迷障。	speak.1214_main003	1	0
main101	1214	Play_Vo_girl014b_main101	这些纹饰各有寓意，若分析员有兴趣，我想为你介绍一二。	speak.1214_main101	1	0
main201	1214	Play_Vo_girl014b_main201	发辫似乎松动了……分析员，可以帮我看一下吗？	speak.1214_main201	1	0
gacha	1214	Play_Vo_girl014b_gacha_042	我，姬辰星。将竭尽所能，为你拨云见日。	speak.1214_gacha	1	0
exchange	1214	Play_Vo_girl014_exchange001_003		speak.1214_exchange	1	0
exchange	1214	Play_Vo_girl014_exchange002_004		speak.1214_exchange	1	0
wavelittle	1214	Play_Vo_girl014_engage001_005		speak.1114_wavelittle	1	0
wavemany	1214	Play_Vo_girl014_engage002_006		speak.1114_wavemany	1	0
killmonster001	1214	Play_Vo_girl014_eliminate001_007		speak.1114_killmonster001	1	0
killmonster002	1214	Play_Vo_girl014_eliminate002_008		speak.1114_killmonster002	1	0
killmonster003	1214	Play_Vo_girl014_eliminate003_009		speak.1114_killmonster003	1	0
getHPpack	1214	Play_Vo_girl014_item001_014			1	0
getCDpack	1214	Play_Vo_girl014_item002_015			1	0
getCoin	1214	Play_Vo_girl014_item003_016			1	0
openbox	1214	Play_Vo_girl014_item004_017			1	0
hurt001	1214	Play_Vo_girl014_hurt001_018			1	0
hurt002	1214	Play_Vo_girl014_hurt002_019			1	0
hurt003	1214	Play_Vo_girl014_hurt003_020			1	0
hurt004	1214	Play_Vo_girl014_hurt004_021			1	0
reload	1214	Play_Vo_girl014_action001_022		speak.1114_reload	1	0
overload	1214	Play_Vo_girl014_action002_023			1	0
touch	1214	Play_Vo_girl014_action003_024		speak.1114_touch	1	0
taskfinish	1214	Play_Vo_girl014_action004_025		speak.1114_taskfinish	1	0
taskfinish	1214	Play_Vo_girl014_action005_025		speak.1114_taskfinish	1	0
lose	1214	Play_Vo_girl014_lose001_028		speak.1214_lose	1	0
giveup	1214	Play_Vo_girl014_giveup001_029			1	0
level01	1214	Play_Vo_girl014_levelup001_030			1	0
level02	1214	Play_Vo_girl014_levelup002_031			1	0
NoMoney	1214	Play_Vo_girl014_purchase001_038			1	0
EntryShop	1214	Play_Vo_girl014_purchase002_039			1	0
PaySuccess	1214	Play_Vo_girl014_purchase004_041			1	0
repel	1214	Play_Mo_girl014_ouch01_056			1	0
float	1214	Play_Mo_girl014_endure01_062			1	0
Cast01	1214	Play_Mo_girl014_fire01_072			1	0
wavelittle	1214	Play_Mo_girl014_scared01_073			1	0
Cast02	1214	Play_Mo_girl014_power01_074			1	0
Cast03	1214	Play_Mo_girl014_power02_075			1	0
						
薇蒂雅_天鹅座DLC2.8						
enterlevel	1118	Play_Vo_girl018a_enterlevel001_001	任何蛛丝马迹，都别想逃过我的眼睛！	speak.1118_enterlevel	1	0
enterlevel	1118	Play_Vo_girl018a_enterlevel002_002	在分析员面前，我可要好好表现！	speak.1118_enterlevel	1	0
exchange	1118	Play_Vo_girl018a_exchange001_003	我准备好了，分析员。	speak.1118_exchange	1	0
exchange	1118	Play_Vo_girl018a_exchange002_004	相信我，分析员。	speak.1118_exchange	1	0
wavelittle	1118	Play_Vo_girl018a_engage001_005	这些干扰因子，就交给我来解决。	speak.1118_wavelittle	1	0
wavemany	1118	Play_Vo_girl018a_engage002_006	你们的真正威胁，是我！	speak.1118_wavemany	1	0
killmonster001	1118	Play_Vo_girl018a_eliminate001_007	剥离冗余信息，线索必会呈现。	speak.1118_killmonster001	1	0
killmonster002	1118	Play_Vo_girl018a_eliminate002_008	破绽太多了。	speak.1118_killmonster002	1	0
killmonster003	1118	Play_Vo_girl018a_eliminate003_009	真可惜，这样是行不通的。	speak.1118_killmonster003	1	0
skill01	1118	Play_Vo_girl018a_skill1001_010	对付你们用这个就够了。	speak.1118_skill01	1	0
skill01	1118	Play_Vo_girl018a_skill2001_011	尝尝这个吧！	speak.1118_skill01	1	0
skill04	1118	Play_Vo_girl018a_skill4001_012	你就是犯人！	speak.1118_skill04	1	0
skill04	1118	Play_Vo_girl018a_skill4002_012	乖乖被捕吧！	speak.1118_skill04	1	0
skill04	1118	Play_Vo_girl018a_skill4003_012	真相揭晓！	speak.1118_skill04	1	0
skill03a_3	1118	Play_Vo_girl018a_skill3001_013	正义，已见曙光！	speak.1118_skill03a_3	1	0
skill03a_4	1118	Play_Vo_girl018a_skill3002_013	暗夜，于此消散！	speak.1118_skill03a_4	1	0
getHPpack	1118	Play_Vo_girl018a_item001_014	（呼气）终于可以松口气了。	speak.1118_getHPpack	1	0
getCDpack	1118	Play_Vo_girl018a_item002_015	一鼓作气。	speak.1118_getCDpack	1	0
getCoin	1118	Play_Vo_girl018a_item003_016	用来给分析员买点什么呢……	speak.1118_getCoin	1	0
openbox	1118	Play_Vo_girl018a_item004_017	很有趣的发现。	speak.1118_openbox	1	0
hurt001	1118	Play_Vo_girl018a_hurt001_018	我还能坚持！	speak.1118_hurt001	1	0
hurt002	1118	Play_Vo_girl018a_hurt002_019	决不能让分析员担心我……	speak.1118_hurt002	1	0
hurt003	1118	Play_Vo_girl018a_hurt003_020	明明……已经练习这么久了……	speak.1118_hurt003	1	0
hurt004	1118	Play_Vo_girl018a_hurt004_021	挺住！	speak.1118_hurt004	1	0
reload	1118	Play_Vo_girl018a_action001_022	绝对丝滑。	speak.1118_reload	1	0
touch	1118	Play_Vo_girl018a_action003_024	没错……就是这样。	speak.1118_touch	1	0
taskfinish	1118	Play_Vo_girl018a_action004_025	分析员，我做到啦，对吧？	speak.1118_taskfinish	1	0
taskfinish	1118	Play_Vo_girl018a_action005_025	我已经想到今晚要什么奖励了，诶嘿嘿~	speak.1118_taskfinish	1	0
win	1118	Play_Vo_girl018a_win001_026	最好的侦探，（自信轻笑）不会有任何遗漏！	speak.1118_win	1	0
win	1118	Play_Vo_girl018a_win002_027	现场勘查完成，(自信轻笑)谜底马上揭晓！	speak.1118_win	1	0
lose	1118	Play_Vo_girl018a_lose001_028	我……不想让分析员失望……	speak.1118_lose	1	0
giveup	1118	Play_Vo_girl018a_giveup001_029	没关系，我们找机会再试一次。	speak.1118_giveup	1	0
main001	1118	Play_Vo_girl018a_main001_032	动机、手法……线索已经齐备。分析员，推理随时可以开始。	speak.1118_main001	1	0
main002	1118	Play_Vo_girl018a_main002_033	无论是远景还是特写，都是完美又帅气……诶嘿嘿……呜哇！？我说出来了？	speak.1118_main002	1	0
main003	1118	Play_Vo_girl018a_main003_034	首先将所有线索排列，唔……怎么会这样？（情绪转为积极，发现了关键线索）但只要抓住最关键的线索，真相，就在这里！	speak.1118_main003	1	0
main101	1118	Play_Vo_girl018a_main101	比起在背后默默关注，我更希望站在分析员身边。	speak.1118_main101	1	0
main201	1118	Play_Vo_girl018a_main201	我有异议！唔，经典，但是不太适合我的感觉啊……	speak.1118_main201	1	0
EntryShop	1118	Play_Vo_girl018a_purchase002_039	仔细观察，大胆选择！	speak.1118_EntryShop	1	0
PaySuccess	1118	Play_Vo_girl018a_purchase004_041	没错，分析员选得就是最棒的！	speak.1118_PaySuccess	1	0
gacha	1118	Play_Vo_girl018a_gacha001_042	收集线索，细心侦查，严谨推论！没错，我就是大侦探“天鹅座”！	speak.1118_gacha	1	0
repel	1018	Play_Mo_girl018_ouch01_056		speak.1118_repel	1	0
float	1018	Play_Mo_girl018_endure01_062		speak.1118_float	1	0
						
凯西娅_狂诗_DLC3.0						
enterlevel	1215	Play_Vo_girl015b_enterlevel001_001	兴奋了？那好，让我们来点更带劲儿的！	speak.1215_enterlevel	1	0
enterlevel	1215	Play_Vo_girl015b_enterlevel002_002	火力倾泻的感觉，就连我也欲罢不能。	speak.1215_enterlevel	1	0
win	1215	Play_Vo_girl015b_win001_026	登临高点，夺取胜利，呵，轻而易举~	speak.1215_win	1	0
win	1215	Play_Vo_girl015b_win002_027	我会为你摘得胜果，一如既往。	speak.1215_win	1	0
skill01	1215	Play_Vo_girl015b_skill1001_010	哈！	speak.1215_skill01	1	0
skill01	1215	Play_Vo_girl015b_skill1002_010	火力加倍！	speak.1215_skill01	1	0
skill01	1215	Play_Vo_girl015b_skill1003_010	吃子弹吧！	speak.1215_skill01	1	0
skill01	1215	Play_Vo_girl015b_skill1004_010	看好了！	speak.1215_skill01	1	0
skill04	1215	Play_Vo_girl015b_skill4001_012	猎物锁定！	speak.1215_skill04	1	0
skill04	1215	Play_Vo_girl015b_skill4002_012	碾碎你！	speak.1215_skill04	1	0
skill03	1215	Play_Vo_girl015b_skill3001_013	哼，这才叫“枪林弹雨”！	speak.1215_skill03	1	0
skill03	1215	Play_Vo_girl015b_skill3002_013	呵，一口气解决吧！	speak.1215_skill03	1	0
main001	1215	Play_Vo_girl015b_main001_032	别动。你的眼睛是面不错的镜子，当然，表情也是~	speak.1215_main001	1	0
main002	1215	Play_Vo_girl015b_main002_033	破解一盘死棋？我更喜欢打破整个棋盘。这是从你那里学来的，分析员。	speak.1215_main002	1	0
main003	1215	Play_Vo_girl015b_main003_034	你给我的准备时间很充分，下次，可以让我措手不及一下。	speak.1215_main003	1	0
main101	1215	Play_Vo_girl015b_main101	嗯？你和我一样，看到想要的东西了吗？	speak.1215_main101	1	0
main201	1215	Play_Vo_girl015b_main201	大胆的设计，并且……令人充满探索欲，不是吗？	speak.1215_main201	1	0
gacha	1215	Play_Vo_girl015b_gacha001_042	分析员，来，一起摇摆啊~	speak.1215_gacha	1	0
exchange	1215	Play_Vo_girl015b_exchange001_003	现在是火力压制时刻。	speak.1215_exchange	1	0
exchange	1215	Play_Vo_girl015b_exchange002_004	准备聆听子弹的咆哮吧。	speak.1215_exchange	1	0
wavelittle	1215	Play_Vo_girl015b_engage001_005	就非得站在我枪口前面吗？	speak.1215_wavelittle	1	0
wavemany	1215	Play_Vo_girl015b_engage002_006	子弹风暴，送你们了。	speak.1215_wavemany	1	0
killmonster001	1215	Play_Vo_girl015b_eliminate001_007	（叹气）我的机枪都还是冷的。	speak.1215_killmonster001	1	0
killmonster002	1215	Play_Vo_girl015b_eliminate002_008	呵，这就是全力了？	speak.1215_killmonster002	1	0
killmonster003	1215	Play_Vo_girl015b_eliminate003_009	手臂，稍微有点酸。分析员帮我揉揉？	speak.1215_killmonster003	1	0
getHPpack	1215	Play_Vo_girl015b_item001_014	味道不如你的吻好。也许，你吻我一下更有用？	speak.1215_getHPpack	1	0
getCDpack	1215	Play_Vo_girl015b_item002_015	状态绝佳，正是出手的好实机！	speak.1215_getCDpack	1	0
getCoin	1215	Play_Vo_girl015b_item003_016	哦？一点小收入，正好晚上一起去喝一杯。	speak.1215_getCoin	1	0
openbox	1215	Play_Vo_girl015b_item004_017	让我看看，都有什么……	speak.1215_openbox	1	0
hurt001	1215	Play_Vo_girl015b_hurt001_018	一点伤而已，影响不了我。	speak.1215_hurt001	1	0
hurt002	1215	Play_Vo_girl015b_hurt002_019	呵，更有趣了不是吗……	speak.1215_hurt002	1	0
hurt003	1215	Play_Vo_girl015b_hurt003_020	接下来交给你了，分析员……	speak.1215_hurt003	1	0
hurt004	1215	Play_Vo_girl015b_hurt004_021	这样啊……那么，就以子弹为盾吧。	speak.1215_hurt004	1	0
reload	1215	Play_Vo_girl015b_action001_022	中场休息？不，让我们继续！	speak.1215_reload	1	0
touch	1215	Play_Vo_girl015b_action003_024	我的手指有多灵活，分析员你是最清楚的。	speak.1215_touch	1	0
taskfinish	1215	Play_Vo_girl015b_action004_025	想要你吻我，当然在战斗结束后。	speak.1215_taskfinish	1	0
taskfinish	1215	Play_Vo_girl015b_action005_025	其实，迫不及待的人是我。所以，快点结束战斗吧。	speak.1215_taskfinish	1	0
skill04	1215	Play_Vo_girl015b_skill4002_012	碾碎你！	speak.1215_skill04	1	0
skill03	1215	Play_Vo_girl015b_skill3001_013	哼，这才叫“枪林弹雨”！	speak.1215_skill03	1	0
lose	1215	Play_Vo_girl015b_lose001_028	是我还不够强，不是……分析员的错……	speak.1215_lose	1	0
giveup	1215	Play_Vo_girl015b_giveup001_029	我不介意稍后再尝试一次。	speak.1215_giveup	1	0
EntryShop	1215	Play_Vo_girl015b_purchase002_039	需要我为你推荐吗？	speak.1215_EntryShop	1	0
PaySuccess	1215	Play_Vo_girl015b_purchase004_041	你的果断真让人着迷。	speak.1215_PaySuccess	1	0
overload	1215	Play_Vo_girl015b_action002_023	枪管需要冷却，我的热情可不需要。		1	0
repel	1115	Play_Mo_girl015_ouch01_056		speak.1215_repel	1	0
						
苔丝_绮幻_DLC3.0						
enterlevel	1117	Play_Vo_girl017a_enterlevel001_001	树上结苹果，树下你和我~	speak.1117_enterlevel	1	0
enterlevel	1117	Play_Vo_girl017a_enterlevel002_002	感觉我已经好久没参与行动了呢。	speak.1117_enterlevel	1	0
