索引（最大65535）	步骤ID	备注	指引类型	类别 0或不配:移动端和PC端都会触发 1：移动端 2：PC端	PC端按键	地图ID(关卡内通过NotifyUI触发的指引才配)	前置指引	是否可以跳过	是否在和谐状态下禁止触发（1禁止）	是否重复触发	跳过的话顺带完成的指引ID	组[x,y] 如果x步已经完成，则跳转到Y步	{step,func,{param1,param1,}}如果func返回true，则跳转到step步	是否需要清空用户输入	指引出现延迟时间	窗口名	目标按钮路径	控件路径	3DUI路径	目标Actor名	控制可点击范围大小，不填则按按钮大小控制	阴影显示形状 1或不配圆形 2矩形	阴影区域显示大小，不填则默认370*370	指引框偏移，格式：{10,10}	气泡浮窗提示（{txtkey,nDirection},nDirection 填1、2、3、4 表示上、下、左、右	新浮窗提示	文字提示	键盘按键文字显示	文字提示-手柄	键盘按键文字显示-手柄	文字控件位置	Role头像(对应PlotRoleImg中的名称索引)	文字控件标题	文字提示消失延迟（秒）	是否显示黑色遮罩	是否按任意位置结束指引步骤	倒计时自动结束步骤	是否返回键完成指引	步骤结束模式（Move,Rotate,Click,Up,Down,Touch,LongPress,Notify)	是否为点击不穿透模式	参数列表	关卡已通关则直接完成指引	达到特定条件直接完成指引	显示的控件列表(多个控件用逗号隔开)	隐藏的控件列表（多个控件用逗号隔开）	显示控件列表的缩放	目标界面打开时时调用	指引步骤开始时调用	指引步骤结束时调用	UI名字（只用于只有图片的指引）	图片路径（对应helpimages.txt中的ID,只用于只有图片的指引）	重复开始指引的通关条件，如果指定关卡未正常通关，则会重复开启	完成后是否触发新的指引	指引过程中有新的指引触发是否等待(默认直接顶替，等待结束配1)	步骤结束延迟进入下一步	备注	老玩家模式是否触发配置（1不触发，不配触发）
11051		2.5第1关引导	Force	0				1					{"CheckLevelIsPass",{51471}};{"CreateTimeStart",{202509250400}}																													11421										11421					1
	1	点击主界面快速出击按钮													0.7	Main	QuickBtn		PanelRight0			2													1				Click																		
	2	选择2.5第1关													1	dlc25story	Level/panel2/1/Button					2					guideui.zx10021_1		guideui.zx10021_1		{700,670}	卡罗琳	card.NPC001		1				Click								{"DLcStoryScrollIntoView",{"dlc25story",11421}}	{"SetDLcLevelCanMove",{"dlc25story",0}}	{"NoScroll",{0}};{"SetDLcLevelCanMove",{"dlc25story",1}}								
	3	点击出击														dlc25story	Level/LevelInfo/FightBtn					2					guideui.zx10021_5		guideui.zx10021_5		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	4	点击出击														Formation	FightBtn					2					guideui.zx10021_5		guideui.zx10021_5		{1200,680}	卡罗琳	card.NPC001		1				Click																		
																																																									
11052		2.5第2关引导	Force	0				1					{"CheckLevelIsPass",{11421}};{"CreateTimeStart",{202509250400}}																													11422										11422					1
	1	点击主界面快速出击按钮													0.7	Main	QuickBtn		PanelRight0			2													1				Click																		
	2	选择2.5第2关													1	dlc25story	Level/panel3/1/Button					2					guideui.zx10021_1		guideui.zx10021_1		{700,670}	卡罗琳	card.NPC001		1				Click								{"DLcStoryScrollIntoView",{"dlc25story",11422}}	{"SetDLcLevelCanMove",{"dlc25story",0}}	{"NoScroll",{0}};{"SetDLcLevelCanMove",{"dlc25story",1}}								
	3	点击出击														dlc25story	Level/LevelInfo/FightBtn					2					guideui.zx10021_5		guideui.zx10021_5		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	4	点击出击														Formation	FightBtn					2					guideui.zx10021_5		guideui.zx10021_5		{1200,680}	卡罗琳	card.NPC001		1				Click																		
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
11067		老玩家新主线界面引导	Force	0				1					{"CreateTimeEnd",{202509250400}}																													51471											Chapter				
	1	点击主界面出击按钮													0.7	Main	LevelBtn					2					guideui.32licheng_57		guideui.32licheng_57		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	2	选择主线故事													0.7	Dungeons	BtnLevel					2					guideui.32licheng_58		guideui.32licheng_58		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	3	点击新途征程													0.7	Chapter	ListTask/1/BtnSelect					2					guideui.32licheng_59		guideui.32licheng_59		{1200,680}	卡罗琳	card.NPC001		1				Click																		
																																																									
11068		老玩家往迹世遇引导	Force	0				1					{"CheckLevelIsPass",{51478}};{"CheckLevelIsPass",{51501}};{"CheckLevelIsPass",{51578}};{"CheckLevelIsPass",{51513}};{"CheckLevelIsPass",{51550}};{"CreateTimeEnd",{202509250400}};{"CheckLevelIsPass",{11501}};{"CheckLevelIsPass",{11502}};{"CheckLevelIsPass",{11503}};{"CheckLevelIsPass",{11504}};{"CheckLevelIsPass",{11505}};{"CheckLevelIsPass",{11506}};{"CheckLevelIsPass",{11507}};{"CheckLevelIsPass",{11508}};{"CheckLevelIsPass",{51551}};{"CheckLevelIsPass",{51552}};{"CheckLevelIsPass",{51553}};{"CheckLevelIsPass",{51554}};{"CheckLevelIsPass",{51555}};{"CheckLevelIsPass",{51556}};{"CheckLevelIsPass",{51557}};{"CheckLevelIsPass",{51558}};{"CheckLevelIsPass",{51559}};{"CheckLevelIsPass",{51560}};{"CheckLevelIsPass",{51561}}																																												
	1	点击往迹													0.7	Chapter	BtnOld/Button					2					guideui.32licheng_60		guideui.32licheng_60		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	2	点击世遇													4	Chapter	BtnNew/Button					2					guideui.32licheng_61		guideui.32licheng_61		{1200,680}	卡罗琳	card.NPC001		1				Click																		
																																																									
																																																									
11069		老玩家宿舍入住引导	Force	0				1					{"CheckLevelIsPass",{11501}};{"CheckItemCount",{5,26,1,4,1}};{"CreateTimeEnd",{202509250400}}																													50101															
	1	点击主界面宿舍（基地）按钮													0.7	Main	BtnDorm		PanelRight0			2					guideui.enterdorm1		guideui.enterdorm1		{600,500}	卡罗琳	card.NPC001		1				Click									{"SetGuideComplete",{11069}}									
																																																									
																																																									
10162		老玩家共鸣共鸣	Force	0									{"CheckLevelIsPass",{50174}};{"CheckItemCount",{5,21,1,4,1}};{"CreateTimeEnd",{202509250400}}																																												
	1	点击共鸣页面													0.7	Main	BtnGacha		PanelRight0			2					guideui.32licheng_37		guideui.32licheng_37		{600,500}	卡罗琳	card.NPC001		1				Click																		
	2	点击单次共鸣														Gacha	BtnOne					2					guideui.32licheng_38		guideui.32licheng_38		{600,500}	卡罗琳	card.NPC001		1				Click								{"SelectGacha",{1}}										
																																																									
																																																									
11073		新玩家往迹世遇引导	Force	0				1					{"CheckLevelIsPass",{51478}};{"CheckLevelIsPass",{51501}};{"CheckLevelIsPass",{51578}};{"CheckLevelIsPass",{51513}};{"CheckLevelIsPass",{51550}};{"CreateTimeStart",{202509250400}}																																												
	1	点击往迹													0.7	Chapter	BtnOld/Button					2					guideui.32licheng_66		guideui.32licheng_66		{1200,680}	卡罗琳	card.NPC001		1				Click																		
	2	点击世遇													4	Chapter	BtnNew/Button					2					guideui.32licheng_67		guideui.32licheng_67		{1200,680}	卡罗琳	card.NPC001		1				Click																		
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
																																																									
10072		1-4教学图喷漆罐部位破坏	Force	1		10104		1							0																											10104										10104					
	1	喷漆罐教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	10				2		
																																																									
10072		1-4教学图喷漆罐部位破坏	Force	2		10104		1							0																											10104										10104					
	1	喷漆罐教学图													0																																	{"SetGamePaused",{1}};{"ExhaleMouse",{1}};{"SetKeyboardInput",{0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	{"SetGamePaused",{0}};{"ExhaleMouse",{0}};{"SetKeyboardInput",{1,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,18,19,20,21,22,23,24}}	HelpPop	10				2		
																																																									
																																																									
10081		1-4星期三后勤技	Force	1		10104	10071	1							0																											10104										10104					
	1	释放后勤技			BackSkill2										0	Fight	PlayerSelect/PlayerList/1/BtnSkill						{200}				guideui.zx10081_1		guideui.zx10081_1		{1200,270}	里芙	card.girl021	1	1				Released					GuideClick				{"SelectJoystic",{1}};{"SetGamePaused",{1}}	{"SetGamePaused",{0}};{"RecoveryJoystic"}								
																																																									
10081		1-4星期三后勤技	Force	2		10104	10071	1							0																											10104										10104					
	1	释放后勤技			BackSkill2										0	Fight	PlayerSelect/PlayerList/1/BtnSkill						{200}				guideui.zx10081_1		guideui.zx10081_1		{1200,270}	里芙	card.girl021	1	1				Released									{"SelectJoystic",{1}};{"SetGamePaused",{1}};{"SetKeyboardInput",{0,17}}	{"SetGamePaused",{0}};{"RecoveryJoystic"};{"SetKeyboardInput",{1,17}}								
																																																									
																																																									
10031		1-2芬妮常规技	Force	1		10102		1							0																											10102										10102					
	1	芬妮常规技			Skill_1									1	0	Fight	SkillPanel/SkillNew				{55,55}		{120}				guideui.zx10031_1		guideui.zx10031_1		{300,300}	芬妮	card.girl081	1	1				Click					GuideClick				{"SelectJoystic",{0}};{"SetGamePaused",{1}}	{"SetGamePaused",{0}};{"RecoveryJoystic"}								
																																																									
10031		1-2芬妮常规技	Force	2		10102		1							0																											10102										10102					
	1	芬妮常规技			Skill_1									1	0	Fight	SkillPanel/Skill1				{55,55}		{120}				guideui.zx10031_1		guideui.zx10031_1		{300,300}	芬妮	card.girl081	1	1				Click									{"SelectJoystic",{0}};{"SetGamePaused",{1}};{"SetKeyboardInput",{0,17}}	{"SetGamePaused",{0}};{"RecoveryJoystic"};{"SetKeyboardInput",{1,17}}								
