	中文简体	1=临时文案  0和不填都=正式文案	//备注
TxtChessbutton3	道具	0	
TxtChessbutton4	增益Buff	0	
TxtChessbutton5	减益Buff	0	
TxtChessLogTxt1	主要行动目标	0	
TxtChessLogTxt2	追加行动目标	0	
TxtChessLogTxt3	安保行动记录	0	
TxtChessLogTxt4	进度	0	
TxtChessLogTxt5	搜集进度	0	
TxtChessLogTxt6	行动详情	0	
TxtChessChapter1	灯节	0	
TxtChessChapter2	祈愿	0	
TxtChessChapter3	隐秘	0	
TxtChessChapter4	患失	0	
TxtChessChapter5	难关	0	
TxtChessChapter6	福至	0	
TxtChessTips	全部箱体已恢复初始位置	0	
TxtChessTips1	此方向无法继续推动	0	
TxtChessTips2	拾取 %s * 1，请在背包中查看详情	0	
TxtChessTips3	%s已开始	0	
TxtChessTips4	%s已完成	0	
TxtChessTips5	已完成本阶段行动，是否离开？	0	
TxtChessTips6	上一阶段行动未完成	0	
TxtChessPush	推动	0	
TxtChessInvalid	该装置已失效	0	
TxtChessReset	是否重置为当前地图的初始状态？	0	
TxtChessSkip	战斗已完成，是否跳过？	0	
TxtChessInvalid2	抵达后可以查看	0	
TxtChessTips7	将箱体位置恢复初始状态？	0	
TxtChessTips8	已开门  消耗钥匙X1  	0	
TxtChessTips9	？？？  	0	
TxtChessTips10	某处的门开启了 	0	
TxtChessInteract	交互	0	
			
		0	
		0	
TowerDifficultyTips	周期内一旦选择，无法更改	0	
TxtTowerFormationNot	暂未选择	0	
TxtTowerFormationWait	等待出击	0	
		0	
TxtBanMsg	由于您的账号已被冻结，系统中断了您与尘白禁区的连接。	0	
TxtBanMsgType1	由于您的账号存在违规行为，系统中断了您与尘白禁区的连接。若再次违规封停时间将会延长。	0	
TxtBanMsgTips	封停原因：%s\n结束时间：%s	0	
TxtExitGame	关闭游戏	0	
TxtComplain	前往申诉	0	
TxtBanType0	其他	0	
TxtBanType1	使用非法第三方软件	0	
TxtBanType2	非法充值	0	
TxtBanType3	异常账号	0	
TxtBanType4	账号安全	0	
TxtBanType5	游戏违规行为	0	
TxtBanType6	GM修改绑定手机	0	
TxtBanType7	注销通行证	0	
TxtBanType8	服务争议	0	
TxtBanType9	身份证更换	0	
			
BtnGotoWeb	前往官网	0	
		0	
TxtAreaUS	美洲区域	0	
TxtAreaEU	欧洲区域	0	
TxtAreaAS	亚洲区域	0	
TxtAreaHK	东南亚地区	0	
		0	
RecharegeTxt1	不超过%s元的部分	0	
RecharegeTxt2	超过%s~%s元的部分	0	
RecharegeTxt3	超过%s元的部分	0	
		0	
TxtMallTxtBanner1	新手限定	0	
TxtMallTxtBanner2	限购%d次	0	
TxtMallRefresh	下次刷新	0	
		0	
TxtPopUpOk	确认	0	
		0	
TxtBlankClose	点击空白区域关闭	0	
		0	
TxtScreen1	排序规则	0	
TxtScreen2	获取时间	0	
TxtScreen3	筛选-武器	0	
TxtScreen4	全部	0	
TxtScreen5	暂无角色符合当前筛选条件	0	
TxtScreen6	筛选-种类	0	
TxtScreen7	筛选-伤害类型	0	
TxtScreen8	筛选-小队	0	
TxtScreen9	筛选-配件部位	0	
TxtScreen10	提取物	0	
TxtScreen11	队员培养素材	0	
TxtScreen12	武器培养素材	0	
TxtScreen13	后勤培养素材	0	
TxtScreen14	基础经验	0	
TxtScreen15	排序	0	
TxtScreen16	攻击力	0	
TxtSetScreen	异形屏设置	0	
TxtScreen17	筛选-特长	0	DLC2.5后勤筛选
		0	
TxtEnemyWarn	强敌来袭	0	
TxtFight_InteractBtn	使用	0	
TxtInteractCheck	查看	0	
		0	
TxtRoleLevel	等级达到%d	0	
TxtRoleSpine	神格神经至少%d组神经组完成通导	0	
		0	
TxtBename	逃生舱	0	
TxtMissionLock	目前主线任务未解锁	0	
		0	
TxtRoleUp	以上队员上阵，精神协作值奖励提升%d%%	0	
TxtRoleUp1	每上阵1位高适配队员，精神协作值奖励提升%d%%	0	
		0	
MailOnline1	【超元链接】精神协作值奖励补发	0	
MailOnline2	尊敬的分析员，这是您上期【超元链接】所获得的奖励，由于您忘记领取，现已通过邮件补发。请务必及时领取！再忘记就不补了，哼~	0	
MailOnline3	世界树后勤部	0	
MailOnline4	安卡希雅		
MailOnline5	系统	0	DLC2.4活动商店结束前自动发邮件
MailOnline6	妮塔	0	DLC2.7妮塔活动
			
MailOnline8	魑魅咕咯魍魉咩哞	0	DLC2.7妮塔活动
MailOnline9	新恒提罗物流	0	DLC2.7妮塔活动
MailOnline10	陶	0	DLC2.7妮塔活动
MailOnline11	芙提雅	0	DLC2.7妮塔活动
MailOnline12	小吉	0	DLC2.7妮塔活动
			
MailOnline13	「合题诗篇」主题页活动奖励	0	
MailOnline14	亲爱的分析员，以下是您参与「合题诗篇」主题页活动获得的奖励，请查收！	0	
MailOnline15	「合题诗篇」网页活动奖励	0	
MailOnline16	亲爱的分析员，以下是您参与「爱与誓言：730个共度的日夜」网页活动获得的奖励，请查收！	0	
			
MailOnline17	Discord 社区连接活动奖励	0	
MailOnline18	亲爱的分析员：\n感谢您参与 Discord 上的【Discord 社区连接】活动！\n请查收附件中的奖励并及时领取。\n尘白禁区运营团队	0	
MailOnline19	「灿海假日」主题页活动奖励	0	
MailOnline20	亲爱的分析员，以下是您参与「灿海假日」主题页活动获得的奖励，请查收！	0	
MailOnline21	「灿海假日」网页活动奖励	0	
MailOnline22	亲爱的分析员，以下是您参与「清凉“衣”夏~心动约会计划」网页活动获得的奖励，请查收！	0	
MailOnline23	「自往昔归还」主题页活动奖励	0	
MailOnline24	亲爱的分析员，以下是您参与「自往昔归还」主题页活动获得的奖励，请查收！	0	
MailOnline25	「自往昔归还」网页活动奖励	0	
MailOnline26	亲爱的分析员，以下是您参与「与你的爱之誓言」网页活动获得的奖励，请查收！	0	
MailOnline27	心居臻礼活动结束补发奖励	1	
MailOnline28	亲爱的分析员：\n“心居臻礼”活动现已结束。您已满足活动的获奖条件，但尚未手动领取奖励，相关奖励已通过邮件为您补发，请注意及时查收。	1	
			
			
			
BossChallenge.mail_Title	【精神拟境】排行奖励		
BossChallenge.mail_Content	亲爱的分析员，您在上期【精神拟境】活动中排名%s，以下是具体排名奖励，请查收！		
			
OnlineBossCoop.mail_Title	【热浪激战】排行奖励		
OnlineBossCoop.mail_Content	亲爱的分析员，您在本次【热浪激战】活动中排名%s，以下是具体排名奖励，请查收！		
			
OnlineBossCoop.mail_Title2	【%s】排行奖励		
OnlineBossCoop.mail_Content2	亲爱的分析员，您在本次【%s】活动中排名%s，以下是具体排名奖励，请查收！		
			
Vircapture.mail_Title	试炼奖励这不就来了		
Vircapture.mail_Content	这期的【试炼吧】感觉怎么样？你应该已经很熟练了吧？毕竟你这次排名%s，很不错的成绩。排行奖励是按照之前我们一起讨论的方案发的，辛苦你贡献数据了，如果还有什么建议记得反馈哦！【新星开拓】这个游戏能进化到什么程度，就全靠你了。		
			
Prompt.mail_Title	限时活动商店关闭提醒	0	DLC2.4活动商店结束前自动发邮件
Prompt.mail_Content	亲爱的分析员：\n\n「{1}」限时活动商店【{2}】即将关闭，距离商店关闭已不足24小时，请及时兑换奖励！	0	DLC3.4活动商店结束前自动发邮件
			
Series.mail_Title1	同住密语	0	DLC2.7妮塔活动
Series.mail_Content1	分析员~我想了好久，还是决定把这个秘密告诉你！\n\n其实宿舍里那些纸箱里，装的是我的私房钱！准确地说，是我平时攒的奥普奖券。既然我们已经是一家人了，这些奖券的支配权当然也该有分析员的一份儿~\n\n分析员可千万别跟我客气，想买什么就买什么吧！说真的，我经常会想象房间被各种各样的家具填满时的样子。那样的话，宿舍就更有家的感觉了。\n\n啊！还有件事想悄悄告诉分析员。总在床上……似乎有些单调，如果能挑个“大一点的家具”，就是那种……嗯……“能托住两个人的”……就更好了。\n\n总之，我相信分析员一定能把我们的小窝布置得超级温馨！	0	DLC2.7妮塔活动
Series.mail_Title2	安全建议	0	DLC2.7妮塔活动
Series.mail_Content2	分析员，我有些想提给安全部的建议。在发过去前，能不能用奥普奖券换点你的时间，再帮我过过目？\n\n我的建议如下：\n\n1.为提升宿舍整体安全水平，建议为每位队员配备“保险柜”。\n\n2.对于已经自行购置保险柜的队员，公司提供报销再给予她大大大大的补贴，奖励她未雨绸缪的安全意识！\n\n怎么样？分析员~我的考虑是不是特别周全~	0	DLC2.7妮塔活动
			
MonthlyCard.mail_Sender	卡罗琳	0	DLC3.5小月卡到期提醒邮件发件人
MonthlyCard.mail_Title	员工惠利到期提醒	0	DLC3.5小月卡到期提醒邮件标题
MonthlyCard.mail_Content	分析员，一直以来辛苦你了。作为你的情报官，我刚才帮你整理情报的时候发现你的员工惠利将在1天后到期。\n虽然辅佐分析员是我的责任，但员工惠利也能为你提供更多助力。如果分析员觉得有必要的话，建议你可以抽空去供应站续一续，我由衷地希望它能让分析员感到更轻松一些。	0	DLC3.5小月卡到期提醒邮件内容-卡罗琳口吻
			
Series.mail_Title4	忏悔函	0	DLC2.7妮塔活动
Series.mail_Content4	我错了，我真的错了，我从一开始就不应该到迷宫里来。如果我不到迷宫里来，我也不会被你们发现。如果不被你们发现，我就不会沦落到这么一个被关的地步！\n\n总之！鼎鼎有名的分析员大人，求求你放了我吧。只要你肯给我自由，我愿意献上我收藏的宝物。\n\n它就在昏暗又不断“震颤”的卡戎平台上，完成“一次推箱子”，你们就能看见了！	0	DLC2.7妮塔活动文案优化
Series.mail_Title5	致谢信	0	DLC2.7妮塔活动
Series.mail_Content5	尊敬的分析员先生：\n\n十分感谢您在空港协助我们找回货物，现在恒沙尚未完全恢复，物流系统非常繁忙，如果没有您的话我们估计会面临大量损失。听说您正在收集「乐透卡」，作为感谢，随信附上一张，希望能够帮到您。\n\n另外，由于这批货物是码头刚体帮订购的商品，刚体帮知道后也很感谢您的帮助，所以拜托我司转赠生产于霍尔姆南部海上工业城的“暴雨牌”特级机械润滑油一份。除锈养护，用它都能轻松搞定！	0	DLC2.7妮塔活动
Series.mail_Title6	毫无保留	0	DLC2.7妮塔活动
Series.mail_Content6	![audio](audio_52_1743595707330.brief)\n分析员！坏、坏事了！有人要调阅我的档案！里面全是作战记录终端录下的我战斗时的碎碎念，要是被听到……也太羞耻了吧！\n\n咦？原来是分析员申请的啊。那样的话……我就不担心了。比起遮掩，我更希望向分析员袒露所有。因为，只有最真实的我才能配得上分析员给予的温柔呀……	0	DLC2.7妮塔活动
Series.mail_Title7	盼你注目	0	DLC2.7妮塔活动
Series.mail_Content7	分析员~我在上次试穿“悸响”后拍的那组照片里，挑了一张最喜欢的，准备裱起来放房间里。分析员想知道是哪张吗？……嘿嘿，就是你没看镜头的这张。虽然从拍照角度来说可能有些不完美，但在这张照片里，你的目光一直都落在我身上。\n\n光是看着这张照片，心跳就不由自主地加速。果然……我渴望着分析员更多，更多的注视啊~	0	DLC2.7妮塔活动
Series.mail_Title8	术前简信	0	DLC2.7妮塔活动
Series.mail_Content8	突然收到我的邮件，是不是有点意外？\n\n放心，我不是打算过问工作上的事，只是听卡罗琳说你对这次团建活动很上心，觉得有些不像你的风格。\n\n「乐透卡」我让人投在了朔州的“黄沙奇景”里。这点小提示应该能让你们玩得更尽兴。\n\n邮件里不适合写太多，等你在处理完菲洛索亚的事情后，我们再见面细谈吧。	0	DLC2.7妮塔活动
Series.mail_Title9	观星邀约	0	DLC2.7妮塔活动
Series.mail_Content9	分析员~天气预报说这段时间天气都不错，我想邀请你一起去看星星。\n\n如果你有空的话~就快点来找我吧~	0	DLC2.7妮塔活动
Series.mail_Title10	小老师的鼓励	0	DLC2.7妮塔活动
Series.mail_Content10	虽然心率实验进展不太顺利，但分析员别灰心~实验这种事情，本来就需要反复尝试才能成功的呀！\n\n这段时间，我打算和研发部门的同事们再琢磨琢磨，看看有没有新思路。分析员嘛~最好再找“妮塔”进行些更深入的交流，为下一步做好准备！\n\n别紧张~模组的设计绝对靠谱，这点小困难很快就能搞定！	0	DLC2.7妮塔活动
Series.mail_Title11	小吉的温馨提示	0	DLC2.7妮塔活动
Series.mail_Content11	各位世界树和阴极科技的同事们：\n\n团建活动即将结束，请尽快前往“小吉处”登记您的「乐透卡」数量并确认领奖顺序。\n\n感谢各位的积极参与！	0	DLC2.7妮塔活动
			
			
			
			
TxtGetOnlinePoint	获得精神协作值：%d	0	
		0	
TxtDamageType.3	动能伤害	0	
TxtDamageType.4	高热伤害	0	
TxtDamageType.5	低温伤害	0	
TxtDamageType.6	电击伤害	0	
TxtDamageType.7	特异伤害	0	
		0	
Tower_Level1	新手初试	0	
Tower_Level2	资质核定	0	
Tower_Level3	老兵试炼	0	
Tower_Level4	精英挑战	0	
Tower_Level5	核心审查	0	
Tower_Level6	导师晋升	0	
Tower_Level7	专家展示	0	
Tower_Level8	大师记录	0	
Tower_Level9	王牌诞生	0	
Tower_Level10	英雄征途	0	
Tower_Level11	传说不败	0	
Tower_Level12	神话永恒	0	
TowerIn	通关关卡6-6后解锁	0	
Toweropen	分析员达到%d级解锁	0	
ChangeRole	封面角色	0	
SelectRole	角色展窗	0	
SelectSkin	时装展窗		
Account	个人信息	0	
TxtExchangeGo	前往兑换	0	
TxtExchangeCode	兑换码	0	
			
TXTOnlineFriend	暂时没有好友，快去添加吧	0	
TxtOnlineNoPlayer	近期无进行游戏的玩家	0	
TxtGrade1	还请分析员在百忙之中留下宝贵意见	0	
TxtGrade2	感谢游玩《尘白禁区》	0	
TxtGrade3	有其他意见和建议，请一定告知我们	0	
TxtGrade4	戳我提交意见	0	
TxtGrade5	前往评分	0	
TxtGrade6	感谢您的评价与反馈！	0	
TxtGrade7	分析员还未留下自己的评分哦~	0	
		0	
TxtTsetDLCEnd	作战结束时间：	0	
TxtTsetDLCGain	挑战奖励	0	
TxtDLCaward	行动奖励	0	
TxtDLCaward1	总任务完成数	0	
		0	
TxtDownload.EmulatorNotAllowed	暂不支持模拟器游玩，请使用PC或移动端进行游戏	0	
		0	
TXTOnlineNoPlayer	近期无进行游戏的玩家	0	
TxtApprestartTip	部分画面设置需要重启后生效	0	
		0	
VigourLunch	午餐	0	
VigourSupper	晚餐	0	
		0	
TxtActivityTry	队员试用	0	
TxtTry	试用	0	
TxtTryReward	试用通过奖励	0	
TxtGoGacha	前往共鸣	0	
TxtRoleVideo	宣传影像	0	
TxtGoTry	开始试用	0	
TxtTrySkillBtn	技能详情	0	
		0	
TxtCloseRegistration	「融雪测试」注册已关闭，感谢分析员的支持，期待与分析员的再次相遇！	0	
TxtCloseRegistration_Oversea	「CBT测试」注册已关闭，感谢分析员的支持，期待与分析员的再次相遇！	0	
TxtOnlineWithFriend	邀请好友	0	
		0	
TxtNerveUnlockLevel	%d级提升神经组数量上限	0	
TxtAllSpine	可通导全部神经组	0	
TxtNerveLimit	可通导神经组：	0	
TxtResetSpine	重置神经	0	
TxtNerveReturnMain	神经总览	0	
TxtDetailedSpine	详情	0	
		0	
TxtDLC1Name	明灯新仪	0	
TxtDLC1Shop	吉运讨彩	0	
TxtDLC1Mission	灵宝略历	0	
TxtDLC1Refresh	起于子半	0	
TxtDLC1Chess	灯火照途明	0	
TxtDLC1Defense	天楼纷争	0	
TxtDLC1Roguelike	中宵夜巡	0	
TxtDLC1Try	先行试用	0	
TxtDLC1NameMark	剧情	0	
TxtDLC1RefreshMark	材料	0	
TxtDLC1ChessMark	趣味	0	
TxtDLC1DefenseMark	高难	0	
TxtDLC1RoguelikeMark	试炼	0	
TxtDLC1TryMark	试用	0	
TxtDLC2DarkMark	探索	0	
TxtDLC2TowerMark	挑战	0	
TxtDLC2StoryMark	主线	0	
TxtDLC1Over	已结束	0	
TxtDLC1Mission1	任务开始	0	
TxtDLC1Mission2	任务完成	0	
TxtDLC1OpenTime	%s后开启	0	
TxtDLC1OpenTimeDay	{1}天后开启	0	
TxtDLC2OnlineMark	联机	0	
		0	
TxtWindowBig	全屏	0	
TxtWindowSmall	窗口化	0	
		0	
LevelNotOpen	该行动还未到开放时间	0	
LevelNotUnlock	该行动未解锁	0	
		0	
TxtClean	速战	0	
TxtCleanStart	开始作战	0	
TxtCleanTitle	快速作战	0	
TxtCleanCost	所需物资	0	
TxtCleanComplete	完成	0	
TxtCleanRoleBreak	当前队员天启已完全激发	0	
		0	
main_1	第一章	0	
main_2	第二章	0	
main_3	第三章	0	
main_4	第四章	0	
main_5	第五章	0	
main_6	第六章	0	
main_7	第七章	0	
main_8	第八章	0	
main_9	第九章	0	
main_10	第十章	0	
main_11	第十一章	0	
main_12	特别篇	0	
main_13	第十二章	0	
main_14	第十二章	0	
main_15	特别篇	0	
main_16	第十三章	0	
main_17	特别篇	0	
main_18	特别篇	0	
main_19	第十四章	0	2.4 主线
main_20	第十四章	0	2.5 主线
main_21	特别篇	0	2.7 主线特别篇
main_22	第十五章		2.8 主线
main_23	第十五章	0	3.0 主线
main_24	特别篇	0	3.1 主线
main_25		0	3.2 新序章
main_26	特别篇	0	3.3 主线
main_27	特别篇	0	DLC34 主线
main_28	第十六章	0	DLC35 主线
main_29	特别篇	0	DLC36 主线
main_30	第十七章	0	DLC37 主线
			
main_chapter_up	前篇	0	
main_chapter_down	后篇	0	
			
			
TxtDlcRogue	中宵夜巡	0	
TxtDlcRogueShop	青鸟祝颂	0	
TxtDlcRogueFight1	遭遇作战	0	
TxtDlcRogueFight2	紧急挑战	0	
TxtDlcRogueFight3	决胜危战	0	
TxtDlcRogueRest	休憩整备	0	
TxtDlcRogueRandom	天降奇遇	0	
		0	
TxtRoleSpSkill.title	天启详情	0	
